"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene has Unmatched Transcripts","Gene Name or Symbol","gene_source_id","Previous ID(s)","Transcript Product Description","Chromosome","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Ortholog Group","Paralog count","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length"
"PCOAH_00013140","PCOAH_00013140-t30_1","Plasmodium coatneyi Hackeri","CP016244:212,157..213,979(-)","KIR-like protein","no","null","PCOAH_00013140","null","KIR-like protein","6","CP016244:212157..213979(-)","CP016244","0","OG6r1_105345","8","4","4","1","null","null","reverse","protein coding","No","1041"
"PCOAH_00013150","PCOAH_00013150-t30_1","Plasmodium coatneyi Hackeri","CP016244:222,974..227,644(+)","SICA antigen","no","null","PCOAH_00013150","null","SICA antigen","6","CP016244:222974..227644(+)","CP016244","254","OG6r1_100005","56","8","8","1","null","null","forward","protein coding","No","3081"
"PCOAH_00013160","PCOAH_00013160-t30_1","Plasmodium coatneyi Hackeri","CP016244:228,297..230,639(-)","KIR-like protein","no","null","PCOAH_00013160","null","KIR-like protein","6","CP016244:228297..230639(-)","CP016244","54","OG6r1_100030","55","3","3","1","null","null","reverse","protein coding","No","1074"
"PCOAH_00013170","PCOAH_00013170-t30_1","Plasmodium coatneyi Hackeri","CP016244:257,448..258,849(-)","Uncharacterized protein","no","null","PCOAH_00013170","null","Uncharacterized protein","6","CP016244:257448..258849(-)","CP016244","1","OG6r1_161608","0","2","2","1","null","null","reverse","protein coding","No","990"
"PCOAH_00013180","PCOAH_00013180-t30_1","Plasmodium coatneyi Hackeri","CP016244:264,123..266,123(+)","Uncharacterized protein","no","null","PCOAH_00013180","null","Uncharacterized protein","6","CP016244:264123..266123(+)","CP016244","1","OG6_133932","0","3","3","1","null","null","forward","protein coding","No","1782"
"PCOAH_00013190","PCOAH_00013190-t30_1","Plasmodium coatneyi Hackeri","CP016244:268,617..269,816(-)","Uncharacterized protein","no","null","PCOAH_00013190","null","Uncharacterized protein","6","CP016244:268617..269816(-)","CP016244","11","OG6r1_102873","0","2","2","1","null","null","reverse","protein coding","No","1038"
"PCOAH_00013200","PCOAH_00013200-t30_1","Plasmodium coatneyi Hackeri","CP016244:273,445..274,261(-)","Uncharacterized protein","no","null","PCOAH_00013200","null","Uncharacterized protein","6","CP016244:273445..274261(-)","CP016244","57","OG6_215347","2","2","2","1","null","null","reverse","protein coding","No","606"
"PCOAH_00013210","PCOAH_00013210-t30_1","Plasmodium coatneyi Hackeri","CP016244:276,368..279,624(-)","alpha Duffy binding protein","no","null","PCOAH_00013210","null","alpha Duffy binding protein","6","CP016244:276368..279624(-)","CP016244","119","OG6_160717","2","4","4","1","null","null","reverse","protein coding","No","2838"
"PCOAH_00013220","PCOAH_00013220-t30_1","Plasmodium coatneyi Hackeri","CP016244:283,887..285,429(+)","Uncharacterized protein","no","null","PCOAH_00013220","null","Uncharacterized protein","6","CP016244:284332..285429(+)","CP016244","209","OG6_144691","4","2","2","1","null","445","forward","protein coding","No","1408"
"PCOAH_00013230","PCOAH_00013230-t30_1","Plasmodium coatneyi Hackeri","CP016244:286,443..287,354(-)","Kir-like protein","no","null","PCOAH_00013230","null","Kir-like protein","6","CP016244:286443..287354(-)","CP016244","9","OG6r1_104423","0","2","2","1","null","null","reverse","protein coding","No","780"
"PCOAH_00013240","PCOAH_00013240-t30_1","Plasmodium coatneyi Hackeri","CP016244:287,487..287,917(-)","Kir-like protein","no","null","PCOAH_00013240","null","Kir-like protein","6","CP016244:287487..287917(-)","CP016244","0","OG6r1_335578","0","2","2","1","null","null","reverse","protein coding","No","300"
"PCOAH_00013250","PCOAH_00013250-t30_1","Plasmodium coatneyi Hackeri","CP016244:289,207..294,654(-)","Pv-fam-d protein","no","null","PCOAH_00013250","null","Pv-fam-d protein","6","CP016244:289207..294654(-)","CP016244","10","OG6r1_103601","0","2","2","1","null","null","reverse","protein coding","No","5232"
"PCOAH_00013260","PCOAH_00013260-t30_1","Plasmodium coatneyi Hackeri","CP016244:298,216..298,700(-)","Uncharacterized protein","no","null","PCOAH_00013260","null","Uncharacterized protein","6","CP016244:298216..298700(-)","CP016244","7","OG6r1_106557","0","2","2","1","null","null","reverse","protein coding","No","324"
"PCOAH_00013270","PCOAH_00013270-t30_1","Plasmodium coatneyi Hackeri","CP016244:299,754..300,954(-)","Uncharacterized protein","no","null","PCOAH_00013270","null","Uncharacterized protein","6","CP016244:299754..300954(-)","CP016244","4","OG6_207718","0","2","2","1","null","null","reverse","protein coding","No","801"
"PCOAH_00013280","PCOAH_00013280-t30_1","Plasmodium coatneyi Hackeri","CP016244:304,603..305,132(-)","Erythrocyte binding protein","no","null","PCOAH_00013280","null","Erythrocyte binding protein","6","CP016244:304603..305132(-)","CP016244","0","OG6r1_335589","0","2","2","1","null","null","reverse","protein coding","No","417"
"PCOAH_00013290","PCOAH_00013290-t30_1","Plasmodium coatneyi Hackeri","CP016244:305,399..307,879(-)","Erythrocyte binding protein","no","null","PCOAH_00013290","null","Erythrocyte binding protein","6","CP016244:305399..307624(-)","CP016244","2","OG6_234305","0","2","2","1","null","255","reverse","protein coding","No","2283"
"PCOAH_00013300","PCOAH_00013300-t30_1","Plasmodium coatneyi Hackeri","CP016244:313,554..314,533(+)","Uncharacterized protein","no","null","PCOAH_00013300","null","Uncharacterized protein","6","CP016244:313554..314533(+)","CP016244","94","OG6_114263","2","2","2","1","null","null","forward","protein coding","No","777"
"PCOAH_00013310","PCOAH_00013310-t30_1","Plasmodium coatneyi Hackeri","CP016244:316,753..319,425(+)","Uncharacterized protein","no","null","PCOAH_00013310","null","Uncharacterized protein","6","CP016244:317118..319425(+)","CP016244","38","OG6_112431","0","9","9","1","null","365","forward","protein coding","No","1472"
"PCOAH_00013320","PCOAH_00013320-t30_1","Plasmodium coatneyi Hackeri","CP016244:320,758..323,574(+)","GDP dissociation inhibitor domain containing protein","no","null","PCOAH_00013320","null","GDP dissociation inhibitor domain containing protein","6","CP016244:320758..323574(+)","CP016244","39","OG6_533666","0","1","1","1","null","null","forward","protein coding","No","2817"
"PCOAH_00013330","PCOAH_00013330-t30_1","Plasmodium coatneyi Hackeri","CP016244:324,235..325,449(-)","Uncharacterized protein","no","null","PCOAH_00013330","null","Uncharacterized protein","6","CP016244:324235..325449(-)","CP016244","47","OG6_135490","0","4","4","1","null","null","reverse","protein coding","No","360"
"PCOAH_00013340","PCOAH_00013340-t30_1","Plasmodium coatneyi Hackeri","CP016244:326,017..328,345(+)","Uncharacterized protein","no","null","PCOAH_00013340","null","Uncharacterized protein","6","CP016244:326703..328341(+)","CP016244","41","OG6_533134","0","5","5","1","4","686","forward","protein coding","No","1302"
"PCOAH_00013350","PCOAH_00013350-t30_1","Plasmodium coatneyi Hackeri","CP016244:328,975..335,532(+)","Uncharacterized protein","no","null","PCOAH_00013350","null","Uncharacterized protein","6","CP016244:328975..335079(+)","CP016244","45","OG6_104391","0","17","17","1","453","null","forward","protein coding","No","3273"
"PCOAH_00013360","PCOAH_00013360-t30_1","Plasmodium coatneyi Hackeri","CP016244:334,923..336,352(-)","Enhancer of rudimentary-like protein","no","null","PCOAH_00013360","null","Enhancer of rudimentary-like protein","6","CP016244:335295..336111(-)","CP016244","44","OG6_103598","0","3","3","1","372","241","reverse","protein coding","No","931"
"PCOAH_00013370","PCOAH_00013370-t30_1","Plasmodium coatneyi Hackeri","CP016244:337,778..341,042(-)","DNA excision repair protein ERCC-3","no","null","PCOAH_00013370","null","DNA excision repair protein ERCC-3","6","CP016244:337778..341042(-)","CP016244","44","OG6_100822","0","3","3","1","null","null","reverse","protein coding","No","2652"
"PCOAH_00013380","PCOAH_00013380-t30_1","Plasmodium coatneyi Hackeri","CP016244:342,495..344,714(-)","Dynamin protein","no","null","PCOAH_00013380","null","Dynamin protein","6","CP016244:342495..344714(-)","CP016244","45","OG6_100232","0","1","1","1","null","null","reverse","protein coding","No","2220"
"PCOAH_00013390","PCOAH_00013390-t30_1","Plasmodium coatneyi Hackeri","CP016244:347,238..350,306(+)","Uncharacterized protein","no","null","PCOAH_00013390","null","Uncharacterized protein","6","CP016244:347238..350306(+)","CP016244","16","OG6_533657","0","1","1","1","null","null","forward","protein coding","No","3069"
"PCOAH_00013400","PCOAH_00013400-t30_1","Plasmodium coatneyi Hackeri","CP016244:352,860..353,765(+)","Adp/atp transporter on adenylate translocase","no","null","PCOAH_00013400","null","Adp/atp transporter on adenylate translocase","6","CP016244:352860..353765(+)","CP016244","45","OG6_100505","0","1","1","1","null","null","forward","protein coding","No","906"
"PCOAH_00013410","PCOAH_00013410-t30_1","Plasmodium coatneyi Hackeri","CP016244:354,839..358,607(-)","Uncharacterized protein","no","null","PCOAH_00013410","null","Uncharacterized protein","6","CP016244:354839..358607(-)","CP016244","46","OG6_532947","0","12","12","1","null","null","reverse","protein coding","No","2130"
"PCOAH_00013420","PCOAH_00013420-t30_1","Plasmodium coatneyi Hackeri","CP016244:359,835..361,961(+)","Pyruvate kinase","no","null","PCOAH_00013420","null","Pyruvate kinase","6","CP016244:359835..361961(+)","CP016244","43","OG6_133022","0","1","1","1","null","null","forward","protein coding","No","2127"
"PCOAH_00013430","PCOAH_00013430-t30_1","Plasmodium coatneyi Hackeri","CP016244:362,236..368,439(-)","DNA polymerase","no","null","PCOAH_00013430","null","DNA polymerase","6","CP016244:362236..368439(-)","CP016244","27","OG6_533491","0","4","4","1","null","null","reverse","protein coding","No","5688"
"PCOAH_00013440","PCOAH_00013440-t30_1","Plasmodium coatneyi Hackeri","CP016244:373,087..378,701(+)","Uncharacterized protein","no","null","PCOAH_00013440","null","Uncharacterized protein","6","CP016244:373087..378701(+)","CP016244","12","OG6r1_102328","0","3","3","1","null","null","forward","protein coding","No","5319"
"PCOAH_00013450","PCOAH_00013450-t30_1","Plasmodium coatneyi Hackeri","CP016244:379,785..383,107(+)","Acetyl-CoA transporter","no","null","PCOAH_00013450","null","Acetyl-CoA transporter","6","CP016244:379785..383107(+)","CP016244","45","OG6_101700","0","9","9","1","null","null","forward","protein coding","No","1704"
"PCOAH_00013460","PCOAH_00013460-t30_1","Plasmodium coatneyi Hackeri","CP016244:384,403..386,132(+)","Uncharacterized protein","no","null","PCOAH_00013460","null","Uncharacterized protein","6","CP016244:384403..386132(+)","CP016244","87","OG6_101215","1","8","8","1","null","null","forward","protein coding","No","639"
"PCOAH_00013470","PCOAH_00013470-t30_1","Plasmodium coatneyi Hackeri","CP016244:386,283..387,985(-)","Uncharacterized protein","no","null","PCOAH_00013470","null","Uncharacterized protein","6","CP016244:386283..387486(-)","CP016244","48","OG6_139513","0","4","4","1","null","330","reverse","protein coding","No","993"
"PCOAH_00013480","PCOAH_00013480-t30_1","Plasmodium coatneyi Hackeri","CP016244:389,299..390,426(-)","Uncharacterized protein","no","null","PCOAH_00013480","null","Uncharacterized protein","6","CP016244:389299..390426(-)","CP016244","2","OG6r1_129348","0","1","1","1","null","null","reverse","protein coding","No","1128"
"PCOAH_00013490","PCOAH_00013490-t30_1","Plasmodium coatneyi Hackeri","CP016244:392,290..394,332(-)","Uncharacterized protein","no","null","PCOAH_00013490","null","Uncharacterized protein","6","CP016244:392290..394332(-)","CP016244","111","OG6_108345","2","1","1","1","null","null","reverse","protein coding","No","2043"
"PCOAH_00013500","PCOAH_00013500-t30_1","Plasmodium coatneyi Hackeri","CP016244:396,933..397,940(-)","Uncharacterized protein","no","null","PCOAH_00013500","null","Uncharacterized protein","6","CP016244:396933..397940(-)","CP016244","10","OG6r1_103602","0","1","1","1","null","null","reverse","protein coding","No","1008"
"PCOAH_00013510","PCOAH_00013510-t30_1","Plasmodium coatneyi Hackeri","CP016244:399,678..400,808(-)","Uncharacterized protein","no","null","PCOAH_00013510","null","Uncharacterized protein","6","CP016244:399678..400808(-)","CP016244","9","OG6r1_104424","0","2","2","1","null","null","reverse","protein coding","No","909"
"PCOAH_00013520","PCOAH_00013520-t30_1","Plasmodium coatneyi Hackeri","CP016244:406,201..407,334(-)","Uncharacterized protein","no","null","PCOAH_00013520","null","Uncharacterized protein","6","CP016244:406201..407334(-)","CP016244","1","OG6r1_161609","0","1","1","1","null","null","reverse","protein coding","No","1134"
"PCOAH_00013530","PCOAH_00013530-t30_1","Plasmodium coatneyi Hackeri","CP016244:409,147..410,124(-)","Uncharacterized protein","no","null","PCOAH_00013530","null","Uncharacterized protein","6","CP016244:409147..410124(-)","CP016244","275","OG6_100908","12","1","1","1","null","null","reverse","protein coding","No","978"
"PCOAH_00013540","PCOAH_00013540-t30_1","Plasmodium coatneyi Hackeri","CP016244:411,820..414,930(+)","Uncharacterized protein","no","null","PCOAH_00013540","null","Uncharacterized protein","6","CP016244:411820..414930(+)","CP016244","39","OG6_101009","0","1","1","1","null","null","forward","protein coding","No","3111"
"PCOAH_00013550","PCOAH_00013550-t30_1","Plasmodium coatneyi Hackeri","CP016244:415,546..418,203(-)","Methionine--trna ligase","no","null","PCOAH_00013550","null","Methionine--trna ligase","6","CP016244:415546..418203(-)","CP016244","87","OG6_101119","1","1","1","1","null","null","reverse","protein coding","No","2658"
"PCOAH_00013560","PCOAH_00013560-t30_1","Plasmodium coatneyi Hackeri","CP016244:420,079..422,517(-)","Uncharacterized protein","no","null","PCOAH_00013560","null","Uncharacterized protein","6","CP016244:420079..422517(-)","CP016244","44","OG6_149554","0","12","12","1","null","null","reverse","protein coding","No","1002"
"PCOAH_00013570","PCOAH_00013570-t30_1","Plasmodium coatneyi Hackeri","CP016244:423,303..423,839(-)","Adp-ribosylation factor-like protein","no","null","PCOAH_00013570","null","Adp-ribosylation factor-like protein","6","CP016244:423303..423839(-)","CP016244","48","OG6_103249","0","1","1","1","null","null","reverse","protein coding","No","537"
"PCOAH_00013580","PCOAH_00013580-t30_1","Plasmodium coatneyi Hackeri","CP016244:424,815..425,819(+)","Uncharacterized protein","no","null","PCOAH_00013580","null","Uncharacterized protein","6","CP016244:424815..425819(+)","CP016244","39","OG6_533368","0","1","1","1","null","null","forward","protein coding","No","1005"
"PCOAH_00013590","PCOAH_00013590-t30_1","Plasmodium coatneyi Hackeri","CP016244:434,594..439,504(-)","Uncharacterized protein","no","null","PCOAH_00013590","null","Uncharacterized protein","6","CP016244:434594..439504(-)","CP016244","42","OG6_102869","0","8","8","1","null","null","reverse","protein coding","No","3894"
"PCOAH_00013600","PCOAH_00013600-t30_1","Plasmodium coatneyi Hackeri","CP016244:441,182..443,083(+)","Succinate dehydrogenase [ubiquinone] flavoprotein subunit","no","null","PCOAH_00013600","null","Succinate dehydrogenase [ubiquinone] flavoprotein subunit","6","CP016244:441182..443083(+)","CP016244","44","OG6_100447","0","1","1","1","null","null","forward","protein coding","No","1902"
"PCOAH_00013610","PCOAH_00013610-t30_1","Plasmodium coatneyi Hackeri","CP016244:443,935..445,626(-)","Uncharacterized protein","no","null","PCOAH_00013610","null","Uncharacterized protein","6","CP016244:443935..445626(-)","CP016244","6","OG6_109304","0","1","1","1","null","null","reverse","protein coding","No","1692"
"PCOAH_00013620","PCOAH_00013620-t30_1","Plasmodium coatneyi Hackeri","CP016244:446,937..447,449(-)","50S ribosomal protein L27","no","null","PCOAH_00013620","null","50S ribosomal protein L27","6","CP016244:446937..447449(-)","CP016244","44","OG6_101181","0","1","1","1","null","null","reverse","protein coding","No","513"
"PCOAH_00013630","PCOAH_00013630-t30_1","Plasmodium coatneyi Hackeri","CP016244:447,863..449,227(+)","Uncharacterized protein","no","null","PCOAH_00013630","null","Uncharacterized protein","6","CP016244:447901..449044(+)","CP016244","43","OG6_146163","0","5","5","1","183","38","forward","protein coding","No","797"
"PCOAH_00013640","PCOAH_00013640-t30_1","Plasmodium coatneyi Hackeri","CP016244:449,955..451,916(+)","Sec1 family domain containing protein","no","null","PCOAH_00013640","null","Sec1 family domain containing protein","6","CP016244:449955..451916(+)","CP016244","44","OG6_101825","0","1","1","1","null","null","forward","protein coding","No","1962"
"PCOAH_00013650","PCOAH_00013650-t30_1","Plasmodium coatneyi Hackeri","CP016244:455,353..456,871(+)","Ubiquitin-conjugating enzyme","no","null","PCOAH_00013650","null","Ubiquitin-conjugating enzyme","6","CP016244:455353..456511(+)","CP016244","44","OG6_102420","0","5","5","1","360","null","forward","protein coding","No","936"
"PCOAH_00013660","PCOAH_00013660-t30_1","Plasmodium coatneyi Hackeri","CP016244:457,510..460,259(-)","Aspartyl protease","no","null","PCOAH_00013660","null","Aspartyl protease","6","CP016244:457735..460259(-)","CP016244","46","OG6_139465","0","8","8","1","225","null","reverse","protein coding","No","1659"
"PCOAH_00013670","PCOAH_00013670-t30_1","Plasmodium coatneyi Hackeri","CP016244:461,778..463,593(-)","Bromodomain protein","no","null","PCOAH_00013670","null","Bromodomain protein","6","CP016244:461778..463593(-)","CP016244","45","OG6_110242","0","3","3","1","null","null","reverse","protein coding","No","1422"
"PCOAH_00013680","PCOAH_00013680-t30_1","Plasmodium coatneyi Hackeri","CP016244:465,064..467,760(+)","Myb proto-oncogene protein","no","null","PCOAH_00013680","null","Myb proto-oncogene protein","6","CP016244:465064..467760(+)","CP016244","44","OG6_102607","0","1","1","1","null","null","forward","protein coding","No","2697"
"PCOAH_00013690","PCOAH_00013690-t30_1","Plasmodium coatneyi Hackeri","CP016244:468,069..470,165(-)","Uncharacterized protein","no","null","PCOAH_00013690","null","Uncharacterized protein","6","CP016244:468069..470165(-)","CP016244","42","OG6_102528","0","1","1","1","null","null","reverse","protein coding","No","2097"
"PCOAH_00013700","PCOAH_00013700-t30_1","Plasmodium coatneyi Hackeri","CP016244:471,505..472,389(-)","Haloacid dehalogenase-like hydrolase","no","null","PCOAH_00013700","null","Haloacid dehalogenase-like hydrolase","6","CP016244:471505..472389(-)","CP016244","152","OG6_101515","2","1","1","1","null","null","reverse","protein coding","No","885"
"PCOAH_00013710","PCOAH_00013710-t30_1","Plasmodium coatneyi Hackeri","CP016244:473,401..474,009(+)","Uncharacterized protein","no","null","PCOAH_00013710","null","Uncharacterized protein","6","CP016244:473401..474009(+)","CP016244","44","OG6_140584","0","3","3","1","null","null","forward","protein coding","No","369"
"PCOAH_00013720","PCOAH_00013720-t30_1","Plasmodium coatneyi Hackeri","CP016244:475,877..477,488(-)","Early transcribed membrane protein","no","null","PCOAH_00013720","null","Early transcribed membrane protein","6","CP016244:475877..477488(-)","CP016244","8","OG6_144276","0","2","2","1","null","null","reverse","protein coding","No","1539"
"PCOAH_00013730","PCOAH_00013730-t30_1","Plasmodium coatneyi Hackeri","CP016244:484,678..488,727(+)","S-adenosylmethionine decarboxylase-ornithine decarboxylase","no","null","PCOAH_00013730","null","S-adenosylmethionine decarboxylase-ornithine decarboxylase","6","CP016244:484678..488727(+)","CP016244","44","OG6_100277","0","1","1","1","null","null","forward","protein coding","No","4050"
"PCOAH_00013740","PCOAH_00013740-t30_1","Plasmodium coatneyi Hackeri","CP016244:489,704..491,203(-)","Uncharacterized protein","no","null","PCOAH_00013740","null","Uncharacterized protein","6","CP016244:489704..491203(-)","CP016244","45","OG6_139490","0","1","1","1","null","null","reverse","protein coding","No","1500"
"PCOAH_00013750","PCOAH_00013750-t30_1","Plasmodium coatneyi Hackeri","CP016244:491,863..496,161(+)","Uncharacterized protein","no","null","PCOAH_00013750","null","Uncharacterized protein","6","CP016244:491863..496161(+)","CP016244","41","OG6_532820","0","1","1","1","null","null","forward","protein coding","No","4299"
"PCOAH_00013760","PCOAH_00013760-t30_1","Plasmodium coatneyi Hackeri","CP016244:497,440..498,909(+)","Uncharacterized protein","no","null","PCOAH_00013760","null","Uncharacterized protein","6","CP016244:497440..498909(+)","CP016244","45","OG6_102267","0","4","4","1","null","null","forward","protein coding","No","954"
"PCOAH_00013770","PCOAH_00013770-t30_1","Plasmodium coatneyi Hackeri","CP016244:500,322..501,896(+)","Uncharacterized protein","no","null","PCOAH_00013770","null","Uncharacterized protein","6","CP016244:500322..501896(+)","CP016244","275","OG6_100908","12","1","1","1","null","null","forward","protein coding","No","1575"
"PCOAH_00013780","PCOAH_00013780-t30_1","Plasmodium coatneyi Hackeri","CP016244:502,055..503,026(-)","Uncharacterized protein","no","null","PCOAH_00013780","null","Uncharacterized protein","6","CP016244:502055..503026(-)","CP016244","44","OG6_142216","0","1","1","1","null","null","reverse","protein coding","No","972"
"PCOAH_00013790","PCOAH_00013790-t30_1","Plasmodium coatneyi Hackeri","CP016244:504,840..505,971(+)","Derlin","no","null","PCOAH_00013790","null","Derlin","6","CP016244:504840..505971(+)","CP016244","44","OG6_113960","0","3","3","1","null","null","forward","protein coding","No","789"
"PCOAH_00013800","PCOAH_00013800-t30_1","Plasmodium coatneyi Hackeri","CP016244:507,549..509,804(+)","Uncharacterized protein","no","null","PCOAH_00013800","null","Uncharacterized protein","6","CP016244:507549..509804(+)","CP016244","43","OG6_100580","0","7","7","1","null","null","forward","protein coding","No","1374"
"PCOAH_00013810","PCOAH_00013810-t30_1","Plasmodium coatneyi Hackeri","CP016244:510,052..512,206(-)","Uncharacterized protein","no","null","PCOAH_00013810","null","Uncharacterized protein","6","CP016244:510052..512206(-)","CP016244","37","OG6_533554","0","2","2","1","null","null","reverse","protein coding","No","2088"
"PCOAH_00013820","PCOAH_00013820-t30_1","Plasmodium coatneyi Hackeri","CP016244:513,139..514,136(+)","Uncharacterized protein","no","null","PCOAH_00013820","null","Uncharacterized protein","6","CP016244:513139..514136(+)","CP016244","43","OG6_532562","0","5","5","1","null","null","forward","protein coding","No","450"
"PCOAH_00013830","PCOAH_00013830-t30_1","Plasmodium coatneyi Hackeri","CP016244:515,349..518,315(-)","Asparagine-rich antigen","no","null","PCOAH_00013830","null","Asparagine-rich antigen","6","CP016244:515349..518315(-)","CP016244","29","OG6_113598","0","1","1","1","null","null","reverse","protein coding","No","2967"
"PCOAH_00013840","PCOAH_00013840-t30_1","Plasmodium coatneyi Hackeri","CP016244:563,704..566,136(-)","Uncharacterized protein","no","null","PCOAH_00013840","null","Uncharacterized protein","6","CP016244:563704..566136(-)","CP016244","44","OG6_532389","0","5","5","1","null","null","reverse","protein coding","No","1824"
"PCOAH_00013850","PCOAH_00013850-t30_1","Plasmodium coatneyi Hackeri","CP016244:566,570..568,810(-)","Uncharacterized protein","no","null","PCOAH_00013850","null","Uncharacterized protein","6","CP016244:566570..568810(-)","CP016244","43","OG6_107281","0","2","2","1","null","null","reverse","protein coding","No","2025"
"PCOAH_00013860","PCOAH_00013860-t30_1","Plasmodium coatneyi Hackeri","CP016244:570,517..572,407(-)","KIR-like protein","no","null","PCOAH_00013860","null","KIR-like protein","6","CP016244:570517..572407(-)","CP016244","54","OG6r1_100030","55","3","3","1","null","null","reverse","protein coding","No","1122"
"PCOAH_00013870","PCOAH_00013870-t30_1","Plasmodium coatneyi Hackeri","CP016244:576,779..578,473(+)","Uncharacterized protein","no","null","PCOAH_00013870","null","Uncharacterized protein","6","CP016244:576779..578473(+)","CP016244","44","OG6_134647","0","3","3","1","null","null","forward","protein coding","No","1341"
"PCOAH_00013880","PCOAH_00013880-t30_1","Plasmodium coatneyi Hackeri","CP016244:579,226..579,991(-)","Protein phosphatase inhibitor","no","null","PCOAH_00013880","null","Protein phosphatase inhibitor","6","CP016244:579226..579991(-)","CP016244","43","OG6_104011","0","4","4","1","null","null","reverse","protein coding","No","336"
"PCOAH_00013890","PCOAH_00013890-t30_1","Plasmodium coatneyi Hackeri","CP016244:582,448..584,655(-)","Uncharacterized protein","no","null","PCOAH_00013890","null","Uncharacterized protein","6","CP016244:582448..584655(-)","CP016244","36","OG6_145843","0","1","1","1","null","null","reverse","protein coding","No","2208"
"PCOAH_00013900","PCOAH_00013900-t30_1","Plasmodium coatneyi Hackeri","CP016244:586,719..590,505(-)","RNA helicase","no","null","PCOAH_00013900","null","RNA helicase","6","CP016244:586719..590505(-)","CP016244","10","OG6_346923","0","6","6","1","null","null","reverse","protein coding","No","2919"
"PCOAH_00013910","PCOAH_00013910-t30_1","Plasmodium coatneyi Hackeri","CP016244:592,054..595,697(-)","OTU-like cysteine protease","no","null","PCOAH_00013910","null","OTU-like cysteine protease","6","CP016244:592054..595697(-)","CP016244","45","OG6_104209","0","7","7","1","null","null","reverse","protein coding","No","2598"
"PCOAH_00013920","PCOAH_00013920-t30_1","Plasmodium coatneyi Hackeri","CP016244:597,849..599,816(-)","Uncharacterized protein","no","null","PCOAH_00013920","null","Uncharacterized protein","6","CP016244:597849..599816(-)","CP016244","18","OG6r1_100887","0","1","1","1","null","null","reverse","protein coding","No","1968"
"PCOAH_00013930","PCOAH_00013930-t30_1","Plasmodium coatneyi Hackeri","CP016244:601,087..602,196(-)","MORN repeat family protein","no","null","PCOAH_00013930","null","MORN repeat family protein","6","CP016244:601087..602196(-)","CP016244","47","OG6_103379","0","1","1","1","null","null","reverse","protein coding","No","1110"
"PCOAH_00013940","PCOAH_00013940-t30_1","Plasmodium coatneyi Hackeri","CP016244:604,043..604,755(+)","Uncharacterized protein","no","null","PCOAH_00013940","null","Uncharacterized protein","6","CP016244:604043..604755(+)","CP016244","44","OG6_532613","0","2","2","1","null","null","forward","protein coding","No","579"
"PCOAH_00013950","PCOAH_00013950-t30_1","Plasmodium coatneyi Hackeri","CP016244:606,216..609,312(+)","Ookinete surface protein Pvs25","no","null","PCOAH_00013950","null","Ookinete surface protein Pvs25","6","CP016244:606216..609312(+)","CP016244","93","OG6_104197","0","2","2","1","null","null","forward","protein coding","No","1290"
"PCOAH_00013960","PCOAH_00013960-t30_1","Plasmodium coatneyi Hackeri","CP016244:610,298..611,014(-)","Calmodulin","no","null","PCOAH_00013960","null","Calmodulin","6","CP016244:610298..611014(-)","CP016244","44","OG6_139425","0","1","1","1","null","null","reverse","protein coding","No","717"
"PCOAH_00013970","PCOAH_00013970-t30_1","Plasmodium coatneyi Hackeri","CP016244:611,456..612,196(-)","SpoU rRNA Methylase","no","null","PCOAH_00013970","null","SpoU rRNA Methylase","6","CP016244:611456..612196(-)","CP016244","44","OG6_111165","0","1","1","1","null","null","reverse","protein coding","No","741"
"PCOAH_00013980","PCOAH_00013980-t30_1","Plasmodium coatneyi Hackeri","CP016244:613,115..614,852(+)","O-sialoglycoprotein endopeptidase","no","null","PCOAH_00013980","null","O-sialoglycoprotein endopeptidase","6","CP016244:613115..614852(+)","CP016244","88","OG6_100288","1","2","2","1","null","null","forward","protein coding","No","1605"
"PCOAH_00013990","PCOAH_00013990-t30_1","Plasmodium coatneyi Hackeri","CP016244:615,127..616,302(-)","Uncharacterized protein","no","null","PCOAH_00013990","null","Uncharacterized protein","6","CP016244:615127..616302(-)","CP016244","44","OG6_101776","0","1","1","1","null","null","reverse","protein coding","No","1176"
"PCOAH_00014000","PCOAH_00014000-t30_1","Plasmodium coatneyi Hackeri","CP016244:618,056..619,109(+)","Uncharacterized protein","no","null","PCOAH_00014000","null","Uncharacterized protein","6","CP016244:618056..619109(+)","CP016244","44","OG6_145664","0","2","2","1","null","null","forward","protein coding","No","669"
"PCOAH_00014010","PCOAH_00014010-t30_1","Plasmodium coatneyi Hackeri","CP016244:624,507..627,707(+)","Uncharacterized protein","no","null","PCOAH_00014010","null","Uncharacterized protein","6","CP016244:624507..627707(+)","CP016244","0","OG6_176274","0","1","1","1","null","null","forward","protein coding","No","3201"
"PCOAH_00014020","PCOAH_00014020-t30_1","Plasmodium coatneyi Hackeri","CP016244:629,042..630,328(+)","Uncharacterized protein","no","null","PCOAH_00014020","null","Uncharacterized protein","6","CP016244:629042..630328(+)","CP016244","44","OG6_134716","0","1","1","1","null","null","forward","protein coding","No","1287"
