"Id" "label" "source" "subfam" "expt" "I1.2" "I1.4" "I1.8" "I2.5" "I2" "I3" "I4" "I6"
"823" 823 "Zhu16_SMRU1_NODE_3760_length_1046_cov_14.6206_1" "Zhu16_SMRU1" "assembled" "Zhu16" 2 7 9 8 9 9 11 15
"824" 824 "Zhu16_SMRU1_NODE_4209_length_845_cov_3.51266_1" "Zhu16_SMRU1" "assembled" "Zhu16" 2 7 9 8 9 89 64 94
"825" 825 "Zhu16_SMRU1_NODE_3835_length_1010_cov_5.81571_1" "Zhu16_SMRU1" "assembled" "Zhu16" 2 6 8 7 8 7 7 8
"826" 826 "Zhu16_SMRU1_NODE_4122_length_882_cov_9.526_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 2 2 2 2 58 32
"827" 827 "Zhu16_SMRU1_NODE_4217_length_842_cov_3.26302_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 2 2 2 2 23 35
"828" 828 "Zhu16_SMRU1_NODE_2839_length_1821_cov_8.57135_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 14 16 17 25 24 103
"829" 829 "Zhu16_SMRU1_NODE_3298_length_1361_cov_11.8783_1" "Zhu16_SMRU1" "assembled" "Zhu16" 4 3 3 3 3 4 4 12
"830" 830 "Zhu16_SMRU1_NODE_3148_length_1494_cov_15.0785_1" "Zhu16_SMRU1" "assembled" "Zhu16" 2 7 9 8 9 9 11 15
"831" 831 "Zhu16_SMRU1_NODE_3920_length_971_cov_7.34716_1" "Zhu16_SMRU1" "assembled" "Zhu16" 4 3 3 3 3 4 4 6
"832" 832 "Zhu16_SMRU1_NODE_2947_length_1707_cov_8.51998_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 14 16 17 25 24 104
"833" 833 "Zhu16_SMRU1_NODE_3851_length_1001_cov_8.50106_2" "Zhu16_SMRU1" "assembled" "Zhu16" 4 3 3 3 3 4 4 12
"834" 834 "Zhu16_SMRU1_NODE_1989_length_3279_cov_18.1148_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 12 35 41 38 42 51 47
"835" 835 "Zhu16_SMRU1_NODE_4438_length_753_cov_3.93123_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 2 2 2 2 2 133
"836" 836 "Zhu16_SMRU1_NODE_4338_length_790_cov_3.01769_1" "Zhu16_SMRU1" "assembled" "Zhu16" 2 16 21 27 24 32 32 138
"837" 837 "Zhu16_SMRU1_NODE_4163_length_864_cov_3.47219_1" "Zhu16_SMRU1" "assembled" "Zhu16" 2 7 9 66 9 67 76 81
"838" 838 "Zhu16_SMRU1_NODE_4148_length_871_cov_3.75858_1" "Zhu16_SMRU1" "assembled" "Zhu16" 2 6 8 7 8 7 7 8
"839" 839 "Zhu16_SMRU1_NODE_3414_length_1273_cov_3.28489_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 2 2 2 2 2 4
"840" 840 "Zhu16_SMRU1_NODE_3444_length_1252_cov_13.8789_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 38 44 42 44 43 61
"841" 841 "Zhu16_SMRU1_NODE_3505_length_1211_cov_13.3616_1" "Zhu16_SMRU1" "assembled" "Zhu16" 2 6 8 7 8 45 33 39
"842" 842 "Zhu16_SMRU1_NODE_3515_length_1203_cov_3.16551_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 14 16 17 76 84 93
"843" 843 "Zhu16_SMRU1_NODE_3638_length_1116_cov_13.3101_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 2 21 2 18 17 29
"844" 844 "Zhu16_SMRU1_NODE_2064_length_3079_cov_15.8356_1" "Zhu16_SMRU1" "assembled" "Zhu16" 6 29 51 79 63 99 111 132
"845" 845 "Zhu16_SMRU1_NODE_3165_length_1476_cov_18.6249_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 15 15 16 56 49 44
"846" 846 "Zhu16_SMRU1_NODE_3896_length_982_cov_2.66451_1" "Zhu16_SMRU1" "assembled" "Zhu16" 8 11 30 38 33 35 34 150
"847" 847 "Zhu16_SMRU1_NODE_4984_length_619_cov_6.13475_1" "Zhu16_SMRU1" "assembled" "Zhu16" 9 15 20 23 20 19 19 23
"848" 848 "Zhu16_SMRU1_NODE_3877_length_989_cov_3.99358_1" "Zhu16_SMRU1" "assembled" "Zhu16" 8 11 30 38 33 35 34 42
"849" 849 "Zhu16_SMRU1_NODE_2491_length_2288_cov_14.6874_1" "Zhu16_SMRU1" "assembled" "Zhu16" 6 27 47 67 55 80 87 100
"850" 850 "Zhu16_SMRU1_NODE_3213_length_1434_cov_15.2843_1" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 12 43 39 43 42 43
"851" 851 "Zhu16_SMRU1_NODE_2662_length_2027_cov_22.0401_1" "Zhu16_SMRU1" "assembled" "Zhu16" 6 8 10 17 10 22 22 24
"852" 852 "Zhu16_SMRU1_NODE_3485_length_1224_cov_12.7442_1" "Zhu16_SMRU1" "assembled" "Zhu16" 4 3 3 3 3 4 4 12
"853" 853 "Zhu16_SMRU1_NODE_3921_length_970_cov_5.19563_1" "Zhu16_SMRU1" "assembled" "Zhu16" 6 8 10 93 69 118 137 173
"854" 854 "Zhu16_SMRU1_NODE_3873_length_993_cov_10.2761_1" "Zhu16_SMRU1" "assembled" "Zhu16" 7 14 18 22 19 20 20 20
"855" 855 "Zhu16_SMRU1_NODE_3104_length_1530_cov_5.45288_1" "Zhu16_SMRU1" "assembled" "Zhu16" 6 8 10 89 10 113 129 162
"856" 856 "Zhu16_SMRU1_NODE_3315_length_1347_cov_12.9381_1" "Zhu16_SMRU1" "assembled" "Zhu16" 9 15 20 23 20 19 19 23
"857" 857 "Zhu16_SMRU1_NODE_3717_length_1074_cov_11.4917_1" "Zhu16_SMRU1" "assembled" "Zhu16" 4 3 3 3 3 4 4 12
"858" 858 "Zhu16_SMRU1_NODE_3664_length_1103_cov_5.40935_2" "Zhu16_SMRU1" "assembled" "Zhu16" 4 3 3 3 3 4 4 6
"859" 859 "Zhu16_SMRU1_NODE_3133_length_1504_cov_5.60386_1" "Zhu16_SMRU1" "assembled" "Zhu16" 7 14 18 22 19 20 20 20
"860" 860 "Zhu16_SMRU1_NODE_2674_length_2006_cov_6.00923_2" "Zhu16_SMRU1" "assembled" "Zhu16" 1 1 14 16 17 66 75 80
"861" 861 "Zhu16_SMRU2_NODE_2514_length_2148_cov_9.7334_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"862" 862 "Zhu16_SMRU2_NODE_1397_length_5216_cov_37.0967_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"863" 863 "Zhu16_SMRU2_NODE_1378_length_5309_cov_34.637_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"864" 864 "Zhu16_SMRU2_NODE_3065_length_1504_cov_9.07937_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"865" 865 "Zhu16_SMRU2_NODE_2115_length_2902_cov_10.8809_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 32 35 37 36 37 36
"866" 866 "Zhu16_SMRU2_NODE_2851_length_1690_cov_16.6263_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"867" 867 "Zhu16_SMRU2_NODE_2765_length_1780_cov_38.7513_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"868" 868 "Zhu16_SMRU2_NODE_2794_length_1750_cov_18.1434_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"869" 869 "Zhu16_SMRU2_NODE_2378_length_2366_cov_26.0169_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 6 6 5
"870" 870 "Zhu16_SMRU2_NODE_3319_length_1326_cov_22.7632_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"871" 871 "Zhu16_SMRU2_NODE_2333_length_2447_cov_16.9544_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"872" 872 "Zhu16_SMRU2_NODE_1614_length_4381_cov_8.14517_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 4
"873" 873 "Zhu16_SMRU2_NODE_2805_length_1735_cov_19.4006_3" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 6 6 5
"874" 874 "Zhu16_SMRU2_NODE_2270_length_2551_cov_9.3758_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 6 6 5
"875" 875 "Zhu16_SMRU2_NODE_2428_length_2279_cov_38.6376_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"876" 876 "Zhu16_SMRU2_NODE_3255_length_1367_cov_42.9116_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"877" 877 "Zhu16_SMRU2_NODE_2506_length_2160_cov_57.5131_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"878" 878 "Zhu16_SMRU2_NODE_2283_length_2532_cov_45.1498_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"879" 879 "Zhu16_SMRU2_NODE_3042_length_1519_cov_53.2616_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"880" 880 "Zhu16_SMRU2_NODE_2614_length_1993_cov_18.9825_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"881" 881 "Zhu16_SMRU2_NODE_2467_length_2219_cov_21.1095_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"882" 882 "Zhu16_SMRU2_NODE_2515_length_2147_cov_31.6496_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 5 6 5 5 3
"883" 883 "Zhu16_SMRU2_NODE_2550_length_2076_cov_35.8659_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 6 6 5
"884" 884 "Zhu16_SMRU2_NODE_2329_length_2449_cov_30.2318_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"885" 885 "Zhu16_SMRU2_NODE_2537_length_2109_cov_20.0648_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 5 6 5 5 3
"886" 886 "Zhu16_SMRU2_NODE_2296_length_2503_cov_11.9808_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"887" 887 "Zhu16_SMRU2_NODE_1678_length_4114_cov_30.6743_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"888" 888 "Zhu16_SMRU2_NODE_3523_length_1190_cov_108.15_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 5 6 5 5 3
"889" 889 "Zhu16_SMRU2_NODE_2942_length_1598_cov_21.0013_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"890" 890 "Zhu16_SMRU2_NODE_2174_length_2781_cov_6.81878_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 58 32
"891" 891 "Zhu16_SMRU2_NODE_2592_length_2032_cov_9.10622_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 6 6 5
"892" 892 "Zhu16_SMRU2_NODE_2536_length_2110_cov_27.0973_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"893" 893 "Zhu16_SMRU2_NODE_2163_length_2809_cov_27.1202_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 51 2 54 54 53
"894" 894 "Zhu16_SMRU2_NODE_3885_length_1002_cov_12.8596_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"895" 895 "Zhu16_SMRU2_NODE_3256_length_1366_cov_6.91304_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 19 39 21 37 72 66
"896" 896 "Zhu16_SMRU2_NODE_2787_length_1756_cov_12.0964_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 100 116
"897" 897 "Zhu16_SMRU2_NODE_3755_length_1061_cov_17.7913_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"898" 898 "Zhu16_SMRU2_NODE_3048_length_1515_cov_40.5377_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"899" 899 "Zhu16_SMRU2_NODE_1857_length_3557_cov_21.2619_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 13 11 12 48 38 109
"900" 900 "Zhu16_SMRU2_NODE_3356_length_1305_cov_14.956_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"901" 901 "Zhu16_SMRU2_NODE_3268_length_1354_cov_6.43803_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"902" 902 "Zhu16_SMRU2_NODE_2989_length_1552_cov_7.08083_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 4
"903" 903 "Zhu16_SMRU2_NODE_3158_length_1435_cov_22.1942_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"904" 904 "Zhu16_SMRU2_NODE_2235_length_2637_cov_5.08482_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 4
"905" 905 "Zhu16_SMRU2_NODE_2915_length_1631_cov_17.1567_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 6 6 5
"906" 906 "Zhu16_SMRU2_NODE_3624_length_1127_cov_6.03545_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"907" 907 "Zhu16_SMRU2_NODE_1110_length_6561_cov_15.4659_3" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 56 2 48 38 58
"908" 908 "Zhu16_SMRU2_NODE_2977_length_1565_cov_14.9358_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 19 2 69 79 85
"909" 909 "Zhu16_SMRU2_NODE_1110_length_6561_cov_15.4659_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 92
"910" 910 "Zhu16_SMRU2_NODE_1029_length_7025_cov_28.2564_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 4
"911" 911 "Zhu16_SMRU2_NODE_2508_length_2158_cov_20.5155_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 5 6 5 5 3
"912" 912 "Zhu16_SMRU2_NODE_2069_length_3040_cov_96.7059_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 44 37
"913" 913 "Zhu16_SMRU2_NODE_1839_length_3628_cov_55.0246_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 39 39 38
"914" 914 "Zhu16_SMRU2_NODE_2890_length_1658_cov_6.79039_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 23 84
"915" 915 "Zhu16_SMRU2_NODE_1821_length_3676_cov_10.435_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 88 88 101
"916" 916 "Zhu16_SMRU2_NODE_3458_length_1237_cov_7.58629_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 4
"917" 917 "Zhu16_SMRU2_NODE_3780_length_1046_cov_22.446_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 6 6 5
"918" 918 "Zhu16_SMRU2_NODE_1431_length_5073_cov_18.7108_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"919" 919 "Zhu16_SMRU2_NODE_2464_length_2221_cov_9.3638_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 13 13 13 13 11
"920" 920 "Zhu16_SMRU2_NODE_2316_length_2472_cov_5.13364_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 32
"921" 921 "Zhu16_SMRU2_NODE_2677_length_1909_cov_21.5863_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 18
"922" 922 "Zhu16_SMRU2_NODE_2290_length_2515_cov_100.772_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 14 14 15 15 16
"923" 923 "Zhu16_SMRU2_NODE_1828_length_3666_cov_30.6585_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 21 2 18 17 54
"924" 924 "Zhu16_SMRU2_NODE_1756_length_3867_cov_10.2741_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 86
"925" 925 "Zhu16_SMRU2_NODE_1040_length_6977_cov_20.6432_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 19 2 27 55 55
"926" 926 "Zhu16_SMRU2_NODE_3026_length_1534_cov_10.2103_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"927" 927 "Zhu16_SMRU2_NODE_3335_length_1319_cov_14.1701_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"928" 928 "Zhu16_SMRU2_NODE_2414_length_2300_cov_5.45969_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 4
"929" 929 "Zhu16_SMRU2_NODE_3424_length_1261_cov_86.7645_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 5 6 5 5 3
"930" 930 "Zhu16_SMRU2_NODE_3032_length_1526_cov_14.7444_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"931" 931 "Zhu16_SMRU2_NODE_2243_length_2627_cov_64.6551_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 14 14 15 15 16
"932" 932 "Zhu16_SMRU2_NODE_3236_length_1377_cov_6.65582_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"933" 933 "Zhu16_SMRU2_NODE_2859_length_1686_cov_31.6321_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"934" 934 "Zhu16_SMRU2_NODE_2999_length_1546_cov_9.77934_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 21 2 18 17 29
"935" 935 "Zhu16_SMRU2_NODE_4410_length_812_cov_34.7226_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"936" 936 "Zhu16_SMRU2_NODE_3113_length_1464_cov_51.4535_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"937" 937 "Zhu16_SMRU2_NODE_4180_length_890_cov_68.1737_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 5 6 5 5 3
"938" 938 "Zhu16_SMRU2_NODE_3194_length_1401_cov_9.974_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"939" 939 "Zhu16_SMRU2_NODE_2635_length_1967_cov_31.9571_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 21 2 18 17 29
"940" 940 "Zhu16_SMRU2_NODE_3435_length_1255_cov_11.2792_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"941" 941 "Zhu16_SMRU2_NODE_3597_length_1146_cov_15.6865_1" "Zhu16_SMRU2" "assembled" "Zhu16" 5 5 6 9 5 8 8 7
"942" 942 "Zhu16_SMRU2_NODE_2258_length_2575_cov_24.1651_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 5 6 5 5 3
"943" 943 "Zhu16_SMRU2_NODE_2434_length_2265_cov_22.0412_3" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"944" 944 "Zhu16_SMRU2_NODE_3406_length_1271_cov_13.8224_1" "Zhu16_SMRU2" "assembled" "Zhu16" 5 5 6 9 5 8 8 7
"945" 945 "Zhu16_SMRU2_NODE_1861_length_3547_cov_10.3792_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 59
"946" 946 "Zhu16_SMRU2_NODE_3385_length_1285_cov_8.32602_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"947" 947 "Zhu16_SMRU2_NODE_2107_length_2931_cov_16.7903_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"948" 948 "Zhu16_SMRU2_NODE_1901_length_3451_cov_32.1643_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"949" 949 "Zhu16_SMRU2_NODE_1877_length_3501_cov_28.5711_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 49 47 46
"950" 950 "Zhu16_SMRU2_NODE_4812_length_709_cov_16.789_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 6 6 5
"951" 951 "Zhu16_SMRU2_NODE_3215_length_1388_cov_12.3211_1" "Zhu16_SMRU2" "assembled" "Zhu16" 5 5 6 9 5 8 8 7
"952" 952 "Zhu16_SMRU2_NODE_4430_length_808_cov_18.8725_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"953" 953 "Zhu16_SMRU2_NODE_3675_length_1100_cov_6.42967_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 19 33 21 37 72 66
"954" 954 "Zhu16_SMRU2_NODE_4219_length_876_cov_9.02071_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 5 6 5 5 3
"955" 955 "Zhu16_SMRU2_NODE_4208_length_878_cov_11.8457_1" "Zhu16_SMRU2" "assembled" "Zhu16" 8 11 19 33 21 38 50 66
"956" 956 "Zhu16_SMRU2_NODE_3472_length_1225_cov_25.8547_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 6 7 6 6 5
"957" 957 "Zhu16_SMRU2_NODE_3131_length_1453_cov_6.73534_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 67 71
"958" 958 "Zhu16_SMRU2_NODE_3434_length_1255_cov_22.9933_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"959" 959 "Zhu16_SMRU2_NODE_2943_length_1597_cov_17.0227_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 1
"960" 960 "Zhu16_SMRU2_NODE_3552_length_1175_cov_23.2277_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"961" 961 "Zhu16_SMRU2_NODE_3491_length_1213_cov_14.4361_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"962" 962 "Zhu16_SMRU2_NODE_2308_length_2486_cov_62.7116_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 46 41 47 46 45
"963" 963 "Zhu16_SMRU2_NODE_2967_length_1573_cov_19.7754_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 76 4 84 94 164
"964" 964 "Zhu16_SMRU2_NODE_145_length_18058_cov_80.1521_15" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 12 43 39 43 42 43
"965" 965 "Zhu16_SMRU2_NODE_3702_length_1089_cov_84.3162_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 7 14 14 15 15 16
"966" 966 "Zhu16_SMRU2_NODE_3334_length_1319_cov_8.11946_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"967" 967 "Zhu16_SMRU2_NODE_2034_length_3118_cov_12.8521_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 2 2 2 2 25
"968" 968 "Zhu16_SMRU2_NODE_2092_length_2971_cov_5.16187_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 19 2 27 60 60
"969" 969 "Zhu16_SMRU2_NODE_2913_length_1635_cov_31.1487_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 13 13 13 13 11
"970" 970 "Zhu16_SMRU2_NODE_3428_length_1259_cov_9.18189_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"971" 971 "Zhu16_SMRU2_NODE_3433_length_1256_cov_33.9409_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 6 7 6 6 5
"972" 972 "Zhu16_SMRU2_NODE_3737_length_1075_cov_17.8324_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 59 4 71 81 88
"973" 973 "Zhu16_SMRU2_NODE_3071_length_1500_cov_33.9052_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 1 1 1 1 18
"974" 974 "Zhu16_SMRU2_NODE_3729_length_1078_cov_9.35582_2" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"975" 975 "Zhu16_SMRU2_NODE_3093_length_1485_cov_13.1483_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 1 6 7 6 6 5
"976" 976 "Zhu16_SMRU2_NODE_3520_length_1193_cov_15.2214_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 59 4 71 81 88
"977" 977 "Zhu16_SMRU2_NODE_2470_length_2218_cov_9.27832_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 2 6 2 6 99 115
"978" 978 "Zhu16_SMRU2_NODE_1706_length_4029_cov_36.4665_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 12 20 15 17 18 19
"979" 979 "Zhu16_SMRU2_NODE_2559_length_2068_cov_19.3189_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"980" 980 "Zhu16_SMRU2_NODE_2302_length_2492_cov_14.4846_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 13 13 13 13 11
"981" 981 "Zhu16_SMRU2_NODE_4276_length_856_cov_14.8577_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 13 13 13 13 11
"982" 982 "Zhu16_SMRU2_NODE_3590_length_1152_cov_29.3728_1" "Zhu16_SMRU2" "assembled" "Zhu16" 5 5 6 9 5 8 8 7
"983" 983 "Zhu16_SMRU2_NODE_2498_length_2172_cov_18.897_1" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 15 15 16 56 49 44
"984" 984 "Zhu16_SMRU2_NODE_3759_length_1055_cov_8.048_2" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"985" 985 "Zhu16_SMRU2_NODE_3740_length_1072_cov_9.3589_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"986" 986 "Zhu16_SMRU2_NODE_3277_length_1350_cov_15.0749_1" "Zhu16_SMRU2" "assembled" "Zhu16" 5 5 6 10 5 10 9 9
"987" 987 "Zhu16_SMRU2_NODE_3660_length_1107_cov_10.7899_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
"988" 988 "Zhu16_SMRU2_NODE_2252_length_2590_cov_15.0185_2" "Zhu16_SMRU2" "assembled" "Zhu16" 1 1 14 16 17 25 24 103
"989" 989 "Zhu16_SMRU2_NODE_4477_length_795_cov_114.903_1" "Zhu16_SMRU2" "assembled" "Zhu16" 3 4 5 5 6 5 5 3
"990" 990 "Zhu16_SMRU2_NODE_3017_length_1538_cov_14.1807_2" "Zhu16_SMRU2" "assembled" "Zhu16" 3 2 4 4 4 3 3 2
