Experiment,Samples combined,Cat Sample stage(s),Sample_stage,Analysis?,Strandedness?,file_prefix,Concatenated file,Rationale,Single end?,Geography_source,Paper,sample,fastq_1,fastq_2,accession,run_accession,experiment_accession,sample_accession,secondary_sample_accession,study_accession,secondary_study_accession,parent_study,submission_accession,run_alias,experiment_alias,sample_alias,study_alias,library_layout,library_selection,library_source,library_strategy,library_name,instrument_model,instrument_platform,base_count,read_count,tax_id,scientific_name,sample_title,experiment_title,study_title,description,sample_description,fastq_md5,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_aspera,assembly,ht_index
Kim19,A_0 before CQ,Asexual_Mixed,BL01_0hr,scspades-complete,Stranded,,,Separate clinical isolates - before and after CQ for each patient combined,,Cambodia,Characterization of P. vivax blood stage transcriptomes from field isolates reveals similarities among infections and complex gene isoforms,SRX5158512,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158512_SRR8347515_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX5158512_SRR8347515_2.fastq.gz,SAMN10605276,SRR8347515,SRX5158512,SAMN10605276,SRS4168330,PRJNA378759,SRP108632,PRJNA9540,SRA824629,Index_1.A_0_R1.fastq.gz,A_0,A_0,PRJNA378759,PAIRED,RANDOM,TRANSCRIPTOMIC,RNA-Seq,A_0,Illumina HiSeq 2500,ILLUMINA,69253100,692531,5855,Plasmodium vivax,BL01_0hr,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,Plasmodium vivax Transcriptome or Gene expression,Illumina HiSeq 2500 sequencing; RNA-seq of patient infected P. vivax,BL01_0hr,2899d785cf6310ca8e28c9cdf6fe278c;64742ce727dbb7e2df7425e2f769f280,19700433;21323885,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR834/005/SRR8347515/SRR8347515_2.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/cdhitest/Kim19_A/Kim19_A_0.95_cdhitest.fasta,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/hisat_indexes/Kim19_A_0.95_cdhitest.fasta
Roth18,0h_RPMI_+_3%BSA_BioRep2,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420288,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420288_SRR7554429_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420288_SRR7554429_2.fastq.gz,SAMN09666998,SRR7554429,SRX4420288,SAMN09666998,SRS3573076,PRJNA481383,SRP154910,,SRA743901,GSM3302758_r1,GSM3302758,0h_RPMI_+_3%BSA_BioRep2,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,214140559,771693,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302758: 0h_RPMI_+_3%BSA_BioRep2; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302758: 0h_RPMI_+_3%BSA_BioRep2; Plasmodium vivax; RNA-Seq,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,88d04f9e13a9c4a5111a643bdc2f529a;cd9dc9c3f9c63fa4ab9f3de31dda03b4,77808871;84642366,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/009/SRR7554429/SRR7554429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/009/SRR7554429/SRR7554429_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/009/SRR7554429/SRR7554429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/009/SRR7554429/SRR7554429_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/009/SRR7554429/SRR7554429_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/009/SRR7554429/SRR7554429_2.fastq.gz,,
Roth18,0h_RPMI_+_3%BSA_BioRep3,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420300,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420300_SRR7554441_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420300_SRR7554441_2.fastq.gz,SAMN09667010,SRR7554441,SRX4420300,SAMN09667010,SRS3573088,PRJNA481383,SRP154910,,SRA743901,GSM3302770_r1,GSM3302770,0h_RPMI_+_3%BSA_BioRep3,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,495992308,1815743,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302770: 0h_RPMI_+_3%BSA_BioRep3; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302770: 0h_RPMI_+_3%BSA_BioRep3; Plasmodium vivax; RNA-Seq,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,4b9cd67bc289caa904412201797ea7c9;c606210663096bdd64c185697b751b04,172267575;182034448,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/001/SRR7554441/SRR7554441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/001/SRR7554441/SRR7554441_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/001/SRR7554441/SRR7554441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/001/SRR7554441/SRR7554441_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/001/SRR7554441/SRR7554441_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/001/SRR7554441/SRR7554441_2.fastq.gz,,
Roth18,0h_RPMI_+_3%BSA_BioRep4,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420313,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420313_SRR7554454_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420313_SRR7554454_2.fastq.gz,SAMN09684340,SRR7554454,SRX4420313,SAMN09684340,SRS3573101,PRJNA481383,SRP154910,,SRA743901,GSM3302783_r1,GSM3302783,0h_RPMI_+_3%BSA_BioRep4,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,329904566,2187661,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302783: 0h_RPMI_+_3%BSA_BioRep4; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302783: 0h_RPMI_+_3%BSA_BioRep4; Plasmodium vivax; RNA-Seq,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,9c689e72eee006349bd4add049bb6a5d;8f83ac1217671c915c24da1136501610,98966634;100551784,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/004/SRR7554454/SRR7554454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/004/SRR7554454/SRR7554454_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/004/SRR7554454/SRR7554454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/004/SRR7554454/SRR7554454_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/004/SRR7554454/SRR7554454_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/004/SRR7554454/SRR7554454_2.fastq.gz,,
Roth18,0h_RPMI_+_3%BSA_BioRep5,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420320,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420320_SRR7554461_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420320_SRR7554461_2.fastq.gz,SAMN09684347,SRR7554461,SRX4420320,SAMN09684347,SRS3573109,PRJNA481383,SRP154910,,SRA743901,GSM3302790_r1,GSM3302790,0h_RPMI_+_3%BSA_BioRep5,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,982393651,3582956,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302790: 0h_RPMI_+_3%BSA_BioRep5; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302790: 0h_RPMI_+_3%BSA_BioRep5; Plasmodium vivax; RNA-Seq,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,a1820a8145f5bb0e9e8dc7280ee927b2;b2bc206a819d7ec46ca560b9d565f4f7,339345625;373417886,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/001/SRR7554461/SRR7554461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/001/SRR7554461/SRR7554461_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/001/SRR7554461/SRR7554461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/001/SRR7554461/SRR7554461_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/001/SRR7554461/SRR7554461_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/001/SRR7554461/SRR7554461_2.fastq.gz,,
Roth18,0h_RPMI_BioRep1,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420275,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420275_SRR7554416_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420275_SRR7554416_2.fastq.gz,SAMN09666984,SRR7554416,SRX4420275,SAMN09666984,SRS3573064,PRJNA481383,SRP154910,,SRA743901,GSM3302745_r1,GSM3302745,0h_RPMI_BioRep1,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,669017836,2461569,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302745: 0h_RPMI_BioRep1; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302745: 0h_RPMI_BioRep1; Plasmodium vivax; RNA-Seq,Sample collected in RPMI 1640 media at 0 h at 4 C temperature,8a4a7acaafdee70390d23f972579ff58;11cd650fc5b0daea3786956cc074cc3b,257225761;280004642,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/006/SRR7554416/SRR7554416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/006/SRR7554416/SRR7554416_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/006/SRR7554416/SRR7554416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/006/SRR7554416/SRR7554416_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/006/SRR7554416/SRR7554416_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/006/SRR7554416/SRR7554416_2.fastq.gz,,
Roth18,0h_RPMI_BioRep2,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420287,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420287_SRR7554428_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420287_SRR7554428_2.fastq.gz,SAMN09666997,SRR7554428,SRX4420287,SAMN09666997,SRS3573075,PRJNA481383,SRP154910,,SRA743901,GSM3302757_r1,GSM3302757,0h_RPMI_BioRep2,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,536176289,1961771,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302757: 0h_RPMI_BioRep2; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302757: 0h_RPMI_BioRep2; Plasmodium vivax; RNA-Seq,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,677ef785d1588711152b2078fad77b4b;6e4c9518d58be36a0f30af90fc8fe02d,195737365;210465145,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/008/SRR7554428/SRR7554428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/008/SRR7554428/SRR7554428_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/008/SRR7554428/SRR7554428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/008/SRR7554428/SRR7554428_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/008/SRR7554428/SRR7554428_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/008/SRR7554428/SRR7554428_2.fastq.gz,,
Roth18,0h_RPMI_BioRep3,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420299,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420299_SRR7554440_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420299_SRR7554440_2.fastq.gz,SAMN09667009,SRR7554440,SRX4420299,SAMN09667009,SRS3573091,PRJNA481383,SRP154910,,SRA743901,GSM3302769_r1,GSM3302769,0h_RPMI_BioRep3,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,422633134,1540819,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302769: 0h_RPMI_BioRep3; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302769: 0h_RPMI_BioRep3; Plasmodium vivax; RNA-Seq,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,f08022d0a02fdb83be410823183d226d;cc37fd85bb5b01ede7f358495a9a9daa,151520617;162356409,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/000/SRR7554440/SRR7554440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/000/SRR7554440/SRR7554440_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/000/SRR7554440/SRR7554440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/000/SRR7554440/SRR7554440_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/000/SRR7554440/SRR7554440_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/000/SRR7554440/SRR7554440_2.fastq.gz,,
Roth18,0h_RPMI_BioRep4,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420311,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420311_SRR7554452_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420311_SRR7554452_2.fastq.gz,SAMN09684338,SRR7554452,SRX4420311,SAMN09684338,SRS3573102,PRJNA481383,SRP154910,,SRA743901,GSM3302781_r1,GSM3302781,0h_RPMI_BioRep4,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,289904664,1920862,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302781: 0h_RPMI_BioRep4; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302781: 0h_RPMI_BioRep4; Plasmodium vivax; RNA-Seq,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,6ffd3e21fdc27cc6f49cbb7a1de3a094;80823c1cd8cfb8efa717a7822ec875f9,87101309;90146017,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/002/SRR7554452/SRR7554452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/002/SRR7554452/SRR7554452_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/002/SRR7554452/SRR7554452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/002/SRR7554452/SRR7554452_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/002/SRR7554452/SRR7554452_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/002/SRR7554452/SRR7554452_2.fastq.gz,,
Roth18,0h_RPMI_BioRep5,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420319,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420319_SRR7554460_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420319_SRR7554460_2.fastq.gz,SAMN09684346,SRR7554460,SRX4420319,SAMN09684346,SRS3573108,PRJNA481383,SRP154910,,SRA743901,GSM3302789_r1,GSM3302789,0h_RPMI_BioRep5,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,1259654754,4627431,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302789: 0h_RPMI_BioRep5; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302789: 0h_RPMI_BioRep5; Plasmodium vivax; RNA-Seq,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,828634666df7c06546aba4449425c4b4;30de63c170a3687e855be4a702689d56,437454619;478933210,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/000/SRR7554460/SRR7554460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/000/SRR7554460/SRR7554460_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/000/SRR7554460/SRR7554460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/000/SRR7554460/SRR7554460_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/000/SRR7554460/SRR7554460_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/000/SRR7554460/SRR7554460_2.fastq.gz,,
Roth18,0h_RPMI_Mosq_BioRep1,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420323,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420323_SRR7554464_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420323_SRR7554464_2.fastq.gz,SAMN09688186,SRR7554464,SRX4420323,SAMN09688186,SRS3573111,PRJNA481383,SRP154910,,SRA743901,GSM3302793_r1,GSM3302793,0h_RPMI_Mosq_BioRep1,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,955564784,3263541,7168,Anopheles dirus,Uninfected Anopheles dirus Salivary glands,Illumina MiSeq sequencing; GSM3302793: 0h_RPMI_Mosq_BioRep1; Anopheles dirus; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302793: 0h_RPMI_Mosq_BioRep1; Anopheles dirus; RNA-Seq,sample collected in RPMI 1640 media at 0 h at 4 C temperature,da684c5987b34c9c7e074c98334121ac;e23c6ee39d8e49eb1d2aef1000a37876,377855347;420480849,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/004/SRR7554464/SRR7554464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/004/SRR7554464/SRR7554464_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/004/SRR7554464/SRR7554464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/004/SRR7554464/SRR7554464_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/004/SRR7554464/SRR7554464_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/004/SRR7554464/SRR7554464_2.fastq.gz,,
Roth18,0h_Schneiders_+_3%BSA_BioRep1,Sporozoite,,,,,,Difficult to tell if different blood is used?,,Thailand _ Myanmar border,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,SRX4420278,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420278_SRR7554419_1.fastq.gz,/camp/lab/langhornej/working/HPC/littlet/tl22-01_vivaxDeNovo/SRA_files/nextflowFetchNGS_dir/fastq/SRX4420278_SRR7554419_2.fastq.gz,SAMN09666988,SRR7554419,SRX4420278,SAMN09666988,SRS3573070,PRJNA481383,SRP154910,,SRA743901,GSM3302748_r1,GSM3302748,0h_Schneiders_+_3%BSA_BioRep1,PRJNA481383,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,,Illumina MiSeq,ILLUMINA,417849739,1546239,5855,Plasmodium vivax,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,Illumina MiSeq sequencing; GSM3302748: 0h_Schneiders_+_3%BSA_BioRep1; Plasmodium vivax; RNA-Seq,Unraveling the Plasmodium vivax sporozoite transcriptional journey from mosquito vector to human host,Illumina MiSeq sequencing; GSM3302748: 0h_Schneiders_+_3%BSA_BioRep1; Plasmodium vivax; RNA-Seq,Plasmodium vivax sporozoites from Anopheles dirus salivary glands,663be63550ca7e38b0439042e8cbd77e;7e17a278fd6277f91f904914f8d85101,156840924;170419268,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/009/SRR7554419/SRR7554419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/009/SRR7554419/SRR7554419_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/009/SRR7554419/SRR7554419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR755/009/SRR7554419/SRR7554419_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/009/SRR7554419/SRR7554419_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR755/009/SRR7554419/SRR7554419_2.fastq.gz,,
