label,Id,source,subfam,expt,30pid25lngthI1.2,30pid25lngthI1.4,30pid25lngthI1.8,30pid25lngthI2,30pid25lngthI2.5,30pid25lngthI3,30pid25lngthI4,30pid25lngthI6
ERX2560130_ERR2541712_Cheng19_NODE_498_length_1769_cov_4.13944_1,628,ERX2560130_ERR2541712_Cheng19,assembled,Cheng19,1,1,13,12,11,12,12,13
ERX2560130_ERR2541712_Cheng19_NODE_2399_length_859_cov_4.85821_1,629,ERX2560130_ERR2541712_Cheng19,assembled,Cheng19,0,0,0,0,0,0,0,0
ERX2560130_ERR2541712_Cheng19_NODE_875_length_1394_cov_3.49589_1,630,ERX2560130_ERR2541712_Cheng19,assembled,Cheng19,1,1,26,26,31,30,27,27
ERX2560130_ERR2541712_Cheng19_NODE_2551_length_837_cov_2.60997_1,631,ERX2560130_ERR2541712_Cheng19,assembled,Cheng19,1,1,2,2,2,2,58,32
ERX2560130_ERR2541712_Cheng19_NODE_2120_length_916_cov_4.91057_1,632,ERX2560130_ERR2541712_Cheng19,assembled,Cheng19,2,6,8,8,7,7,7,8
ERX2560130_ERR2541712_Cheng19_NODE_376_length_1992_cov_15.3696_2,633,ERX2560130_ERR2541712_Cheng19,assembled,Cheng19,2,10,40,36,42,57,57,57
ERX2560130_ERR2541712_Cheng19_NODE_202_length_2465_cov_29.8249_2,634,ERX2560130_ERR2541712_Cheng19,assembled,Cheng19,2,10,16,27,29,29,28,28
ERX2560130_ERR2541712_Cheng19_NODE_113_length_3075_cov_20.9079_1,635,ERX2560130_ERR2541712_Cheng19,assembled,Cheng19,2,10,16,43,47,52,52,48
ERX2560131_ERR2541713_Cheng19_NODE_371_length_2047_cov_10.0863_1,636,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,3,4,5,6,5,5,5,3
ERX2560131_ERR2541713_Cheng19_NODE_2262_length_917_cov_10.4954_1,637,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,3,4,5,6,5,5,5,3
ERX2560131_ERR2541713_Cheng19_NODE_698_length_1594_cov_8.09552_1,638,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,3,4,5,6,5,5,5,3
ERX2560131_ERR2541713_Cheng19_NODE_357_length_2074_cov_13.843_1,639,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,1,1,7,14,14,15,15,16
ERX2560131_ERR2541713_Cheng19_NODE_119_length_3004_cov_9.66463_1,640,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,3,4,5,6,5,5,5,3
ERX2560131_ERR2541713_Cheng19_NODE_3474_length_750_cov_2.0777_1,641,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,1,1,1,1,1,1,1,1
ERX2560131_ERR2541713_Cheng19_NODE_953_length_1383_cov_5.29367_1,642,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,3,4,5,6,5,5,5,3
ERX2560131_ERR2541713_Cheng19_NODE_1170_length_1254_cov_7.06505_1,643,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,1,1,7,14,14,15,15,16
ERX2560131_ERR2541713_Cheng19_NODE_444_length_1914_cov_10.4707_1,644,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,1,1,7,14,14,15,15,16
ERX2560131_ERR2541713_Cheng19_NODE_3502_length_746_cov_5.24891_1,645,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,1,1,2,2,2,2,2,4
ERX2560131_ERR2541713_Cheng19_NODE_165_length_2683_cov_8.71918_1,646,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,1,1,2,41,46,47,46,45
ERX2560131_ERR2541713_Cheng19_NODE_2564_length_861_cov_3.61787_2,647,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,1,1,1,1,1,1,1,1
ERX2560131_ERR2541713_Cheng19_NODE_434_length_1936_cov_8.84423_1,648,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,1,1,1,1,1,1,44,37
ERX2560131_ERR2541713_Cheng19_NODE_3305_length_766_cov_5.0872_1,649,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,3,2,29,32,36,33,35,33
ERX2560131_ERR2541713_Cheng19_NODE_1345_length_1172_cov_5.83527_1,650,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,2,6,8,8,7,7,7,8
ERX2560131_ERR2541713_Cheng19_NODE_424_length_1953_cov_17.1106_2,651,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,2,10,40,36,42,57,57,57
ERX2560131_ERR2541713_Cheng19_NODE_216_length_2496_cov_30.998_2,652,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,2,10,16,27,29,29,28,28
ERX2560131_ERR2541713_Cheng19_NODE_3961_length_706_cov_3.6129_1,653,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,4,3,3,3,3,4,4,6
ERX2560131_ERR2541713_Cheng19_NODE_76_length_3411_cov_22.4094_2,654,ERX2560131_ERR2541713_Cheng19,assembled,Cheng19,2,10,16,43,47,52,52,48
ERX2560133_ERR2541715_Cheng19_NODE_565_length_1116_cov_5.8935_1,655,ERX2560133_ERR2541715_Cheng19,assembled,Cheng19,3,4,5,6,5,5,5,3
ERX2560133_ERR2541715_Cheng19_NODE_108_length_2077_cov_2.63996_1,656,ERX2560133_ERR2541715_Cheng19,assembled,Cheng19,1,1,7,14,14,15,15,16
ERX2560133_ERR2541715_Cheng19_NODE_794_length_968_cov_2.96166_1,657,ERX2560133_ERR2541715_Cheng19,assembled,Cheng19,3,4,5,6,5,5,5,3
ERX2560133_ERR2541715_Cheng19_NODE_1363_length_801_cov_3.47185_1,658,ERX2560133_ERR2541715_Cheng19,assembled,Cheng19,3,4,5,6,5,5,5,3
ERX2560133_ERR2541715_Cheng19_NODE_1532_length_763_cov_3.49294_1,659,ERX2560133_ERR2541715_Cheng19,assembled,Cheng19,2,6,8,8,7,7,7,8
ERX2560133_ERR2541715_Cheng19_NODE_257_length_1523_cov_7.35422_2,660,ERX2560133_ERR2541715_Cheng19,assembled,Cheng19,2,10,40,36,42,57,57,57
ERX2560133_ERR2541715_Cheng19_NODE_65_length_2428_cov_11.5761_2,661,ERX2560133_ERR2541715_Cheng19,assembled,Cheng19,2,10,16,27,29,29,28,28
ERX2560133_ERR2541715_Cheng19_NODE_28_length_2979_cov_9.18981_2,662,ERX2560133_ERR2541715_Cheng19,assembled,Cheng19,2,10,16,43,47,52,52,48
ERX2560134_ERR2541716_Cheng19_NODE_251_length_2244_cov_28.1311_2,663,ERX2560134_ERR2541716_Cheng19,assembled,Cheng19,2,10,16,27,29,29,28,28
ERX2560134_ERR2541716_Cheng19_NODE_2082_length_992_cov_11.8698_2,664,ERX2560134_ERR2541716_Cheng19,assembled,Cheng19,2,10,40,36,42,57,57,57
ERX2560134_ERR2541716_Cheng19_NODE_435_length_1847_cov_33.1367_1,665,ERX2560134_ERR2541716_Cheng19,assembled,Cheng19,2,10,16,43,47,52,52,48
Zhu16_SMRU1_NODE_2253_length_2724_cov_25.3005_1,666,Zhu16_SMRU1,assembled,Zhu16,1,1,32,37,35,36,37,36
Zhu16_SMRU1_NODE_2945_length_1708_cov_36.9474_1,667,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2566_length_2168_cov_33.2333_1,668,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2479_length_2308_cov_35.9925_1,669,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_3045_length_1586_cov_14.6303_1,670,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2690_length_1989_cov_14.575_1,671,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2533_length_2220_cov_10.2637_1,672,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_3003_length_1633_cov_17.185_1,673,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2826_length_1832_cov_12.0118_1,674,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2251_length_2727_cov_24.8069_1,675,Zhu16_SMRU1,assembled,Zhu16,1,1,7,7,6,6,6,5
Zhu16_SMRU1_NODE_1875_length_3524_cov_11.6624_3,676,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,4
Zhu16_SMRU1_NODE_2653_length_2039_cov_26.2223_1,677,Zhu16_SMRU1,assembled,Zhu16,1,1,7,7,6,6,6,5
Zhu16_SMRU1_NODE_2861_length_1797_cov_13.5488_1,678,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2989_length_1646_cov_28.8611_1,679,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_3207_length_1440_cov_10.7531_1,680,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2998_length_1636_cov_95.3605_1,681,Zhu16_SMRU1,assembled,Zhu16,3,4,5,6,5,5,5,3
Zhu16_SMRU1_NODE_3312_length_1350_cov_8.27027_1,682,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2405_length_2442_cov_3.52283_1,683,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,23,35
Zhu16_SMRU1_NODE_2513_length_2249_cov_11.0907_1,684,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,86
Zhu16_SMRU1_NODE_2266_length_2699_cov_41.3574_1,685,Zhu16_SMRU1,assembled,Zhu16,1,1,7,7,6,6,6,5
Zhu16_SMRU1_NODE_2198_length_2823_cov_10.5022_1,686,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,58,32
Zhu16_SMRU1_NODE_2914_length_1738_cov_46.0458_1,687,Zhu16_SMRU1,assembled,Zhu16,3,4,5,6,5,5,5,3
Zhu16_SMRU1_NODE_2378_length_2503_cov_23.9837_1,688,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2313_length_2615_cov_32.0309_1,689,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2526_length_2231_cov_36.6843_1,690,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_3178_length_1461_cov_30.3101_1,691,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_1650_length_4161_cov_17.2304_2,692,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_3005_length_1633_cov_46.865_1,693,Zhu16_SMRU1,assembled,Zhu16,3,4,5,6,5,5,5,3
Zhu16_SMRU1_NODE_2155_length_2888_cov_14.4818_2,694,Zhu16_SMRU1,assembled,Zhu16,1,1,13,12,11,48,38,109
Zhu16_SMRU1_NODE_2762_length_1901_cov_37.623_1,695,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_3098_length_1532_cov_8.82668_1,696,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,19,81,89,102
Zhu16_SMRU1_NODE_2298_length_2649_cov_12.6214_1,697,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,56,48,38,58
Zhu16_SMRU1_NODE_2351_length_2556_cov_55.8109_1,698,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,44,37
Zhu16_SMRU1_NODE_3004_length_1633_cov_12.9404_1,699,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,19,27,60,60
Zhu16_SMRU1_NODE_2752_length_1910_cov_8.91752_1,700,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,51,54,54,53
Zhu16_SMRU1_NODE_2673_length_2011_cov_5.00716_1,701,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,4
Zhu16_SMRU1_NODE_3566_length_1164_cov_39.4761_1,702,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2084_length_3033_cov_31.7794_1,703,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_4045_length_909_cov_8.24005_2,704,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_1956_length_3337_cov_28.7934_1,705,Zhu16_SMRU1,assembled,Zhu16,1,1,7,7,6,39,39,38
Zhu16_SMRU1_NODE_2427_length_2384_cov_15.1683_1,706,Zhu16_SMRU1,assembled,Zhu16,1,1,7,7,6,49,47,46
Zhu16_SMRU1_NODE_2468_length_2319_cov_50.3291_1,707,Zhu16_SMRU1,assembled,Zhu16,3,4,5,6,5,5,5,3
Zhu16_SMRU1_NODE_1898_length_3466_cov_21.6989_1,708,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,21,18,17,54
Zhu16_SMRU1_NODE_2950_length_1702_cov_13.1378_1,709,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,25
Zhu16_SMRU1_NODE_3407_length_1277_cov_8.28151_1,710,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,4
Zhu16_SMRU1_NODE_4093_length_890_cov_20.8886_1,711,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2477_length_2308_cov_49.0586_1,712,Zhu16_SMRU1,assembled,Zhu16,1,1,7,14,14,15,15,16
Zhu16_SMRU1_NODE_2236_length_2752_cov_12.3048_1,713,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,54,50,48,50
Zhu16_SMRU1_NODE_2438_length_2362_cov_86.9376_1,714,Zhu16_SMRU1,assembled,Zhu16,1,1,7,14,14,15,15,16
Zhu16_SMRU1_NODE_3496_length_1217_cov_28.8683_2,715,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_2411_length_2432_cov_9.76273_1,716,Zhu16_SMRU1,assembled,Zhu16,1,1,7,7,6,6,6,5
Zhu16_SMRU1_NODE_4100_length_887_cov_22.1911_1,717,Zhu16_SMRU1,assembled,Zhu16,3,4,5,6,5,5,5,3
Zhu16_SMRU1_NODE_2676_length_2005_cov_6.40103_1,718,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,59
Zhu16_SMRU1_NODE_3726_length_1068_cov_5.78677_1,719,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_4341_length_789_cov_10.2384_1,720,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_1802_length_3738_cov_17.6435_1,721,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_1684_length_4045_cov_5.67419_1,722,Zhu16_SMRU1,assembled,Zhu16,1,1,33,28,30,63,71,77
Zhu16_SMRU1_NODE_4213_length_844_cov_31.5716_2,723,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_3806_length_1023_cov_8.27273_1,724,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,18
Zhu16_SMRU1_NODE_3974_length_947_cov_3.75897_1,725,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_2080_length_3049_cov_16.2128_1,726,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,19,27,55,55
Zhu16_SMRU1_NODE_2418_length_2422_cov_92.2928_1,727,Zhu16_SMRU1,assembled,Zhu16,1,1,7,14,14,15,15,16
Zhu16_SMRU1_NODE_3248_length_1401_cov_5.30238_1,728,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,4
Zhu16_SMRU1_NODE_2745_length_1923_cov_8.62848_2,729,Zhu16_SMRU1,assembled,Zhu16,3,4,5,13,13,13,13,11
Zhu16_SMRU1_NODE_2128_length_2938_cov_10.8127_1,730,Zhu16_SMRU1,assembled,Zhu16,3,4,5,13,13,13,13,11
Zhu16_SMRU1_NODE_3068_length_1558_cov_7.55489_1,731,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,4
Zhu16_SMRU1_NODE_3698_length_1083_cov_3.34922_1,732,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_3199_length_1446_cov_8.63767_1,733,Zhu16_SMRU1,assembled,Zhu16,1,1,1,7,6,6,6,5
Zhu16_SMRU1_NODE_4108_length_886_cov_5.16606_2,734,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_1828_length_3659_cov_37.4026_1,735,Zhu16_SMRU1,assembled,Zhu16,1,1,2,41,46,47,46,45
Zhu16_SMRU1_NODE_3506_length_1210_cov_12.3948_1,736,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,9,8,8,7
Zhu16_SMRU1_NODE_4068_length_900_cov_3.81065_1,737,Zhu16_SMRU1,assembled,Zhu16,1,11,19,21,39,37,72,66
Zhu16_SMRU1_NODE_3338_length_1328_cov_16.4847_1,738,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,21,18,17,29
Zhu16_SMRU1_NODE_4051_length_906_cov_3.02938_2,739,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2144_length_2910_cov_26.8235_1,740,Zhu16_SMRU1,assembled,Zhu16,1,1,1,7,6,6,6,5
Zhu16_SMRU1_NODE_2401_length_2451_cov_33.4633_1,741,Zhu16_SMRU1,assembled,Zhu16,1,1,24,35,40,41,41,40
Zhu16_SMRU1_NODE_2031_length_3181_cov_8.57965_1,742,Zhu16_SMRU1,assembled,Zhu16,3,4,5,13,13,13,13,11
Zhu16_SMRU1_NODE_3579_length_1156_cov_8.11444_2,743,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_2272_length_2688_cov_23.695_1,744,Zhu16_SMRU1,assembled,Zhu16,1,1,39,45,53,55,56,56
Zhu16_SMRU1_NODE_1941_length_3385_cov_34.8928_1,745,Zhu16_SMRU1,assembled,Zhu16,3,2,29,32,36,33,35,33
Zhu16_SMRU1_NODE_4211_length_844_cov_5.05196_1,746,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_4060_length_903_cov_5.54127_1,747,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_3198_length_1447_cov_19.9095_1,748,Zhu16_SMRU1,assembled,Zhu16,1,1,1,7,6,6,6,5
Zhu16_SMRU1_NODE_3674_length_1099_cov_6.42433_1,749,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_3672_length_1101_cov_3.79732_1,750,Zhu16_SMRU1,assembled,Zhu16,1,1,15,16,15,21,21,22
Zhu16_SMRU1_NODE_1677_length_4068_cov_24.1435_1,751,Zhu16_SMRU1,assembled,Zhu16,1,1,15,16,15,21,21,22
Zhu16_SMRU1_NODE_4134_length_876_cov_3.42631_1,752,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,59,71,81,88
Zhu16_SMRU1_NODE_3553_length_1177_cov_3.53654_1,753,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,23,84
Zhu16_SMRU1_NODE_4265_length_825_cov_29.4143_1,754,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_1731_length_3902_cov_17.243_1,755,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,68
Zhu16_SMRU1_NODE_3613_length_1139_cov_4.84041_1,756,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,9,8,8,7
Zhu16_SMRU1_NODE_4135_length_876_cov_11.2302_1,757,Zhu16_SMRU1,assembled,Zhu16,1,1,12,15,20,17,18,19
Zhu16_SMRU1_NODE_2530_length_2226_cov_12.1898_1,758,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_2718_length_1953_cov_7.10274_1,759,Zhu16_SMRU1,assembled,Zhu16,1,1,13,12,11,12,12,13
Zhu16_SMRU1_NODE_4506_length_735_cov_5.21618_1,760,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_3723_length_1069_cov_9.58087_1,761,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_3436_length_1257_cov_6.10067_1,762,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_4020_length_921_cov_3.6963_1,763,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,9,8,8,7
Zhu16_SMRU1_NODE_4430_length_756_cov_5.51783_1,764,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,9,8,8,7
Zhu16_SMRU1_NODE_3018_length_1621_cov_6.87548_1,765,Zhu16_SMRU1,assembled,Zhu16,1,1,12,15,20,17,18,19
Zhu16_SMRU1_NODE_4034_length_913_cov_4.25175_1,766,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,10,10,9,9
Zhu16_SMRU1_NODE_4648_length_697_cov_3.83645_1,767,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,9,8,8,7
Zhu16_SMRU1_NODE_4523_length_730_cov_4.01481_1,768,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_3381_length_1295_cov_12.0871_1,769,Zhu16_SMRU1,assembled,Zhu16,5,23,43,50,71,90,103,121
Zhu16_SMRU1_NODE_3808_length_1022_cov_5.66287_1,770,Zhu16_SMRU1,assembled,Zhu16,1,1,12,15,20,17,18,19
Zhu16_SMRU1_NODE_3987_length_938_cov_5.03624_1,771,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,9,8,8,7
Zhu16_SMRU1_NODE_3481_length_1228_cov_6.67519_1,772,Zhu16_SMRU1,assembled,Zhu16,1,1,7,7,6,6,6,5
Zhu16_SMRU1_NODE_2912_length_1740_cov_20.2243_2,773,Zhu16_SMRU1,assembled,Zhu16,4,3,3,3,3,11,10,10
Zhu16_SMRU1_NODE_3352_length_1319_cov_4.13608_1,774,Zhu16_SMRU1,assembled,Zhu16,7,21,34,75,98,123,143,181
Zhu16_SMRU1_NODE_2297_length_2650_cov_13.0085_1,775,Zhu16_SMRU1,assembled,Zhu16,1,1,13,12,11,12,12,13
Zhu16_SMRU1_NODE_4602_length_709_cov_23.5352_1,776,Zhu16_SMRU1,assembled,Zhu16,1,1,1,1,1,1,1,1
Zhu16_SMRU1_NODE_4053_length_905_cov_2.45176_1,777,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,10,10,9,9
Zhu16_SMRU1_NODE_1016_length_6628_cov_82.5693_1,778,Zhu16_SMRU1,assembled,Zhu16,3,4,5,6,5,5,5,3
Zhu16_SMRU1_NODE_3530_length_1193_cov_6.58348_1,779,Zhu16_SMRU1,assembled,Zhu16,4,3,3,3,3,4,4,21
Zhu16_SMRU1_NODE_3924_length_967_cov_5.4989_2,780,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,9,8,8,7
Zhu16_SMRU1_NODE_4320_length_800_cov_4.32349_1,781,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,3,3,2
Zhu16_SMRU1_NODE_4132_length_878_cov_9.18712_1,782,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,10,10,9,9
Zhu16_SMRU1_NODE_2202_length_2817_cov_4.10898_1,783,Zhu16_SMRU1,assembled,Zhu16,1,22,41,47,62,74,83,90
Zhu16_SMRU1_NODE_4412_length_767_cov_7.52247_1,784,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,9,8,8,7
Zhu16_SMRU1_NODE_4138_length_875_cov_2.90854_1,785,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,10,10,9,9
Zhu16_SMRU1_NODE_3775_length_1038_cov_11.2238_1,786,Zhu16_SMRU1,assembled,Zhu16,2,16,21,24,27,94,102,119
Zhu16_SMRU1_NODE_4535_length_726_cov_2.03279_1,787,Zhu16_SMRU1,assembled,Zhu16,5,5,28,31,37,34,36,34
Zhu16_SMRU1_NODE_3194_length_1451_cov_22.2679_1,788,Zhu16_SMRU1,assembled,Zhu16,3,2,4,30,32,61,69,73
Zhu16_SMRU1_NODE_3441_length_1253_cov_6.61603_1,789,Zhu16_SMRU1,assembled,Zhu16,5,5,6,5,9,8,8,7
Zhu16_SMRU1_NODE_2806_length_1854_cov_34.6398_1,790,Zhu16_SMRU1,assembled,Zhu16,3,2,36,30,32,58,61,120
Zhu16_SMRU1_NODE_3956_length_953_cov_8.06236_1,791,Zhu16_SMRU1,assembled,Zhu16,5,5,6,52,63,70,80,87
Zhu16_SMRU1_NODE_2437_length_2364_cov_5.94716_1,792,Zhu16_SMRU1,assembled,Zhu16,3,4,5,6,5,5,5,3
Zhu16_SMRU1_NODE_3676_length_1098_cov_2.94151_1,793,Zhu16_SMRU1,assembled,Zhu16,5,5,28,31,37,34,36,34
Zhu16_SMRU1_NODE_3467_length_1238_cov_4.83263_1,794,Zhu16_SMRU1,assembled,Zhu16,2,7,9,9,8,9,125,155
Zhu16_SMRU1_NODE_2790_length_1873_cov_23.0006_1,795,Zhu16_SMRU1,assembled,Zhu16,3,4,5,13,13,13,13,11
Zhu16_SMRU1_NODE_2927_length_1721_cov_15.9916_1,796,Zhu16_SMRU1,assembled,Zhu16,4,3,3,3,3,4,4,6
Zhu16_SMRU1_NODE_2959_length_1695_cov_13.6244_1,797,Zhu16_SMRU1,assembled,Zhu16,4,3,3,3,3,11,10,10
Zhu16_SMRU1_NODE_2616_length_2086_cov_12.9892_2,798,Zhu16_SMRU1,assembled,Zhu16,3,2,45,51,64,77,85,95
Zhu16_SMRU1_NODE_3197_length_1448_cov_5.50969_2,799,Zhu16_SMRU1,assembled,Zhu16,7,24,44,49,60,86,96,111
Zhu16_SMRU1_NODE_3645_length_1114_cov_3.53919_1,800,Zhu16_SMRU1,assembled,Zhu16,2,6,8,8,7,7,7,8
Zhu16_SMRU1_NODE_4040_length_911_cov_3.6472_1,801,Zhu16_SMRU1,assembled,Zhu16,3,2,4,4,4,72,68,72
Zhu16_SMRU1_NODE_2248_length_2732_cov_10.8868_1,802,Zhu16_SMRU1,assembled,Zhu16,1,1,33,28,30,60,63,67
Zhu16_SMRU1_NODE_3358_length_1311_cov_7.49283_1,803,Zhu16_SMRU1,assembled,Zhu16,8,11,30,33,38,35,34,150
Zhu16_SMRU1_NODE_3050_length_1580_cov_15.9587_1,804,Zhu16_SMRU1,assembled,Zhu16,4,3,3,3,3,11,10,10
Zhu16_SMRU1_NODE_1875_length_3524_cov_11.6624_1,805,Zhu16_SMRU1,assembled,Zhu16,1,1,2,2,2,2,2,4
Zhu16_SMRU1_NODE_2327_length_2589_cov_11.0446_1,806,Zhu16_SMRU1,assembled,Zhu16,3,4,42,48,58,65,74,79
Zhu16_SMRU1_NODE_3395_length_1287_cov_6.56006_1,807,Zhu16_SMRU1,assembled,Zhu16,4,3,3,3,3,4,4,6
