"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene has Unmatched Transcripts","Gene Name or Symbol","gene_source_id","Previous ID(s)","Transcript Product Description","Chromosome","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Ortholog Group","Paralog count","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length"
"PCHAS_0504800","PCHAS_0504800.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:186,758..188,035(+)","ribosomal silencing factor RsfS, putative","no","null","PCHAS_0504800","Previous IDs: PC000225.01.0;PCAS_050480;PCHAS_050480","ribosomal silencing factor RsfS, putative","05","PCHAS_05_v3:186758..188035(+)","PCHAS_05_v3","43","OG6_129401","0","1","1","1","null","null","forward","protein coding","No","1278"
"PCHAS_0504900","PCHAS_0504900.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:188,476..193,342(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0504900","Previous IDs: PC000048.03.0;PC000226.01.0;PC301337.00.0;PCAS_050490;PCHAS_050490","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:188476..193342(+)","PCHAS_05_v3","23","OG6_533308","0","3","3","1","null","null","forward","protein coding","No","4686"
"PCHAS_0505000","PCHAS_0505000.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:194,424..198,075(+)","N-acetyltransferase, GNAT family, putative","no","null","PCHAS_0505000","Previous IDs: PC000224.04.0;PC000676.03.0;PC103865.00.0;PC301336.00.0;PC301949.00.0;PCAS_050500;PCHAS_050500","N-acetyltransferase, GNAT family, putative","05","PCHAS_05_v3:194424..198075(+)","PCHAS_05_v3","45","OG6_101162","0","3","3","1","null","null","forward","protein coding","No","3468"
"PCHAS_0505100","PCHAS_0505100.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:198,618..201,404(+)","dihydrolipoamide acyltransferase, putative","no","null","PCHAS_0505100","Previous IDs: PC000373.02.0;PC000830.02.0;PC302118.00.0;PCAS_050510;PCHAS_050510","dihydrolipoamide acyltransferase, putative","05","PCHAS_05_v3:198618..201404(+)","PCHAS_05_v3","45","OG6_101258","0","11","11","1","null","null","forward","protein coding","No","1821"
"PCHAS_0505200","PCHAS_0505200.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:202,496..203,599(-)","ADP-ribosylation factor, putative","no","ARF1","PCHAS_0505200","Previous IDs: PC000831.02.0;PC300214.00.0;PCAS_050520;PCHAS_050520","ADP-ribosylation factor, putative","05","PCHAS_05_v3:202496..203599(-)","PCHAS_05_v3","44","OG6_100600","0","5","5","1","null","null","reverse","protein coding","No","546"
"PCHAS_0505300","PCHAS_0505300.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:206,122..207,565(-)","conserved protein, unknown function","no","null","PCHAS_0505300","Previous IDs: PC000478.00.0;PCAS_050530;PCHAS_050530","conserved protein, unknown function","05","PCHAS_05_v3:206122..207565(-)","PCHAS_05_v3","40","OG6_139436","0","4","4","1","null","null","reverse","protein coding","No","1068"
"PCHAS_0505400","PCHAS_0505400.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:208,319..213,178(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0505400","Previous IDs: PC000407.02.0;PC301573.00.0;PC302420.00.0;PC302528.00.0;PCAS_050540;PCHAS_050540","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:208319..213178(-)","PCHAS_05_v3","31","OG6_532849","0","1","1","1","null","null","reverse","protein coding","No","4860"
"PCHAS_0505500","PCHAS_0505500.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:214,527..216,275(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0505500","Previous IDs: PC000725.03.0;PCAS_050550;PCHAS_050550","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:214527..216275(-)","PCHAS_05_v3","44","OG6_533017","0","1","1","1","null","null","reverse","protein coding","No","1749"
"PCHAS_0505600","PCHAS_0505600.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:217,633..219,097(-)","apicoplast integral membrane protein, putative","no","null","PCHAS_0505600","Previous IDs: PC000381.00.0;PC108949.00.0;PCAS_050560;PCHAS_050560","apicoplast integral membrane protein, putative","05","PCHAS_05_v3:217633..219097(-)","PCHAS_05_v3","43","OG6_533360","0","2","2","1","null","null","reverse","protein coding","No","1353"
"PCHAS_0505700","PCHAS_0505700.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:220,878..223,494(+)","endomembrane protein 70, putative","no","null","PCHAS_0505700","Previous IDs: PC000331.00.0;PC000618.02.0;PCAS_050570;PCHAS_050570","endomembrane protein 70, putative","05","PCHAS_05_v3:220878..223494(+)","PCHAS_05_v3","44","OG6_100462","0","7","7","1","null","null","forward","protein coding","No","1860"
"PCHAS_0505800","PCHAS_0505800.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:224,089..225,924(-)","ATP-dependent RNA helicase ROK1, putative","no","ROK1","PCHAS_0505800","Previous IDs: PC000616.02.0;PCAS_050580;PCHAS_050580","ATP-dependent RNA helicase ROK1, putative","05","PCHAS_05_v3:224089..225924(-)","PCHAS_05_v3","44","OG6_102417","0","1","1","1","null","null","reverse","protein coding","No","1836"
"PCHAS_0505900","PCHAS_0505900.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:226,727..227,515(+)","deoxyribose-phosphate aldolase, putative","no","DPA","PCHAS_0505900","Previous IDs: PC000368.00.0;PC000617.02.0;PC300388.00.0;PCAS_050590;PCHAS_050590","deoxyribose-phosphate aldolase, putative","05","PCHAS_05_v3:226727..227515(+)","PCHAS_05_v3","44","OG6_102064","0","1","1","1","null","null","forward","protein coding","No","789"
"PCHAS_0506000","PCHAS_0506000.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:228,105..245,557(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0506000","Previous IDs: PC000362.03.0;PC000367.00.0;PC000606.00.0;PC000691.01.0;PC102835.00.0;PC301944.00.0;PC301974.00.0;PC302030.00.0;PCAS_050600;PCHAS_050600","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:228105..245557(-)","PCHAS_05_v3","22","OG6_133795","0","5","5","1","null","null","reverse","protein coding","No","17016"
"PCHAS_0506100","PCHAS_0506100.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:247,390..253,281(-)","schizont egress antigen-1, putative","no","SEA1","PCHAS_0506100","Previous IDs: PC000000.02.0;PC104043.00.0;PCAS_050610;PCHAS_050610","schizont egress antigen-1, putative","05","PCHAS_05_v3:247390..253281(-)","PCHAS_05_v3","25","OG6_192919","0","5","5","1","null","null","reverse","protein coding","No","5217"
"PCHAS_0506200","PCHAS_0506200.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:255,235..260,142(-)","PHAX domain-containing protein, putative","no","null","PCHAS_0506200","Previous IDs: PC000275.04.0;PC000626.03.0;PC000709.01.0;PC401356.00.0;PCAS_050620;PCHAS_050620","PHAX domain-containing protein, putative","05","PCHAS_05_v3:255235..260142(-)","PCHAS_05_v3","86","OG6_100012","2","1","1","1","null","null","reverse","protein coding","No","4908"
"PCHAS_0506300","PCHAS_0506300.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:266,195..270,272(+)","RNA-binding protein, putative","no","null","PCHAS_0506300","Previous IDs: PC000285.00.0;PC104601.00.0;PC106824.00.0;PC403412.00.0;PCAS_050630;PCHAS_050630","RNA-binding protein, putative","05","PCHAS_05_v3:266195..270272(+)","PCHAS_05_v3","66","OG6_137418","2","2","2","1","null","null","forward","protein coding","No","3924"
"PCHAS_0506400","PCHAS_0506400.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:271,247..272,157(-)","methyltransferase, putative","no","null","PCHAS_0506400","Previous IDs: PC000965.02.0;PCAS_050640;PCHAS_050640","methyltransferase, putative","05","PCHAS_05_v3:271247..272157(-)","PCHAS_05_v3","42","OG6_102864","0","2","2","1","null","null","reverse","protein coding","No","771"
"PCHAS_0506500","PCHAS_0506500.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:272,647..274,914(-)","conserved Plasmodium membrane protein, unknown function","no","null","PCHAS_0506500","Previous IDs: PCHAS_050650","conserved Plasmodium membrane protein, unknown function","05","PCHAS_05_v3:272647..274914(-)","PCHAS_05_v3","44","OG6_532912","0","3","3","1","null","null","reverse","protein coding","No","1872"
"PCHAS_0506600","PCHAS_0506600.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:277,856..279,325(+)","ZIP domain-containing protein, putative","no","ZIPCO","PCHAS_0506600","Previous IDs: PC301873.00.0;PCAS_001270;PCAS_050655;PCHAS_050660","ZIP domain-containing protein, putative","05","PCHAS_05_v3:277856..279325(+)","PCHAS_05_v3","44","OG6_164487","0","6","6","1","null","null","forward","protein coding","No","918"
"PCHAS_0506700","PCHAS_0506700.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:285,055..287,010(-)","serine/arginine-rich splicing factor 4, putative","no","SRSF4","PCHAS_0506700","Previous IDs: PC000212.01.0;PCAS_050660;PCHAS_050670","serine/arginine-rich splicing factor 4, putative","05","PCHAS_05_v3:285055..287010(-)","PCHAS_05_v3","89","OG6_102665","1","4","4","1","null","null","reverse","protein coding","No","1431"
"PCHAS_0506800","PCHAS_0506800.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:288,952..290,655(-)","citrate synthase, mitochondrial, putative","no","CS","PCHAS_0506800","Previous IDs: PC301067.00.0;PC302082.00.0;PCAS_050670;PCHAS_050680","citrate synthase, mitochondrial, putative","05","PCHAS_05_v3:288952..290655(-)","PCHAS_05_v3","51","OG6_101425","0","1","1","1","null","null","reverse","protein coding","No","1704"
"PCHAS_0506900","PCHAS_0506900.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:292,391..295,075(+)","kelch protein K10, putative","no","Kelch10","PCHAS_0506900","Previous IDs: PC001190.02.0;PC300423.00.0;PCAS_050680;PCHAS_050690","kelch protein K10, putative","05","PCHAS_05_v3:292391..295075(+)","PCHAS_05_v3","44","OG6_103804","0","1","1","1","null","null","forward","protein coding","No","2685"
"PCHAS_0507000","PCHAS_0507000.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:295,515..296,780(-)","phospholipid scramblase, putative","no","null","PCHAS_0507000","Previous IDs: PC001189.02.0;PCAS_050690;PCHAS_050700","phospholipid scramblase, putative","05","PCHAS_05_v3:295515..296780(-)","PCHAS_05_v3","47","OG6_100156","0","1","1","1","null","null","reverse","protein coding","No","1266"
"PCHAS_0507100","PCHAS_0507100.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:299,218..301,698(+)","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), putative","no","ISPG","PCHAS_0507100","Previous IDs: PC000451.04.0;PC301175.00.0;PC301261.00.0;PCAS_050700;PCHAS_050710","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), putative","05","PCHAS_05_v3:299218..301698(+)","PCHAS_05_v3","44","OG6_105784","0","1","1","1","null","null","forward","protein coding","No","2481"
"PCHAS_0507200","PCHAS_0507200.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:302,006..302,857(-)","CDGSH iron-sulfur domain-containing protein, putative","no","null","PCHAS_0507200","Previous IDs: PC402525.00.0;PCAS_050710;PCHAS_050720","CDGSH iron-sulfur domain-containing protein, putative","05","PCHAS_05_v3:302006..302857(-)","PCHAS_05_v3","43","OG6_104066","0","4","4","1","null","null","reverse","protein coding","No","357"
"PCHAS_0507300","PCHAS_0507300.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:304,020..305,225(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0507300","Previous IDs: PC300633.00.0;PC300735.00.0;PCAS_050720;PCHAS_050730","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:304020..305225(-)","PCHAS_05_v3","45","OG6_533014","0","1","1","1","null","null","reverse","protein coding","No","1206"
"PCHAS_0507400","PCHAS_0507400.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:306,059..321,952(-)","dynein heavy chain, putative","no","null","PCHAS_0507400","Previous IDs: PC000116.00.0;PC000145.05.0;PC000248.01.0;PC300758.00.0;PC300977.00.0;PC301171.00.0;PC302083.00.0;PC302155.00.0;PC302549.00.0;PCAS_050730;PCHAS_050740","dynein heavy chain, putative","05","PCHAS_05_v3:306059..321952(-)","PCHAS_05_v3","272","OG6_100025","6","1","1","1","null","null","reverse","protein coding","No","15894"
"PCHAS_0507500","PCHAS_0507500.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:324,021..325,019(+)","orotidine 5'-phosphate decarboxylase, putative","no","OMPDC","PCHAS_0507500","Previous IDs: PC300502.00.0;PC301988.00.0;PCAS_050740;PCHAS_050750","orotidine 5'-phosphate decarboxylase, putative","05","PCHAS_05_v3:324021..325019(+)","PCHAS_05_v3","89","OG6_100519","1","1","1","1","null","null","forward","protein coding","No","999"
"PCHAS_0507600","PCHAS_0507600.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:326,115..327,187(-)","conserved protein, unknown function","no","null","PCHAS_0507600","Previous IDs: PC000898.01.0;PCAS_050750;PCHAS_050760","conserved protein, unknown function","05","PCHAS_05_v3:326115..327187(-)","PCHAS_05_v3","44","OG6_151672","0","4","4","1","null","null","reverse","protein coding","No","240"
"PCHAS_0507700","PCHAS_0507700.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:327,215..328,795(+)","HORMA domain protein, putative","no","null","PCHAS_0507700","Previous IDs: PC000897.01.0;PCAS_050760;PCHAS_050770","HORMA domain protein, putative","05","PCHAS_05_v3:327215..328795(+)","PCHAS_05_v3","44","OG6_104299","0","7","7","1","null","null","forward","protein coding","No","582"
"PCHAS_0507800","PCHAS_0507800.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:328,852..329,139(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0507800","Previous IDs: PCAS_050770;PCHAS_050780","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:328852..329139(-)","PCHAS_05_v3","41","OG6_532448","0","1","1","1","null","null","reverse","protein coding","No","288"
"PCHAS_0507900","PCHAS_0507900.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:329,243..331,806(-)","conserved protein, unknown function","no","null","PCHAS_0507900","Previous IDs: PC000219.03.0;PC000896.01.0;PC300635.00.0;PC403422.00.0;PCAS_050780;PCHAS_050790","conserved protein, unknown function","05","PCHAS_05_v3:329243..331806(-)","PCHAS_05_v3","46","OG6_104472","0","8","8","1","null","null","reverse","protein coding","No","1479"
"PCHAS_0508000","PCHAS_0508000.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:332,773..334,869(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0508000","Previous IDs: PC000218.03.0;PC000435.00.0;PCAS_050790;PCHAS_050800","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:332773..334869(+)","PCHAS_05_v3","44","OG6_532691","0","1","1","1","null","null","forward","protein coding","No","2097"
"PCHAS_0508100","PCHAS_0508100.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:336,159..338,145(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0508100","Previous IDs: PC000436.00.0;PC302148.00.0;PC400190.00.0;PCAS_050800;PCHAS_050810","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:336159..338145(+)","PCHAS_05_v3","7","OG6r1_106476","0","3","3","1","null","null","forward","protein coding","No","1713"
"PCHAS_0508200","PCHAS_0508200.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:338,658..346,349(-)","chromodomain-helicase-DNA-binding protein 1, putative","no","CHD1","PCHAS_0508200","Previous IDs: PC000601.00.0;PC000696.01.0;PC401010.00.0;PC404563.00.0;PCAS_050810;PCHAS_050820","chromodomain-helicase-DNA-binding protein 1, putative","05","PCHAS_05_v3:338658..346349(-)","PCHAS_05_v3","45","OG6_102222","0","1","1","1","null","null","reverse","protein coding","No","7692"
"PCHAS_0508300","PCHAS_0508300.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:352,108..353,586(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0508300","Previous IDs: PC300093.00.0;PC300094.00.0;PCAS_050820;PCHAS_050830","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:352108..353586(+)","PCHAS_05_v3","43","OG6_533068","0","1","1","1","null","null","forward","protein coding","No","1479"
"PCHAS_0508400","PCHAS_0508400.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:354,458..357,502(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0508400","Previous IDs: PC105967.00.0;PC108303.00.0;PC405087.00.0;PCAS_050830;PCHAS_050840","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:354458..357502(-)","PCHAS_05_v3","7","OG6r1_106529","0","1","1","1","null","null","reverse","protein coding","No","3045"
"PCHAS_0508500","PCHAS_0508500.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:358,592..359,080(-)","RNA-binding protein, putative","no","null","PCHAS_0508500","Previous IDs: PC000302.01.0;PCAS_050840;PCHAS_050850","RNA-binding protein, putative","05","PCHAS_05_v3:358592..359080(-)","PCHAS_05_v3","43","OG6_133884","0","1","1","1","null","null","reverse","protein coding","No","489"
"PCHAS_0508600","PCHAS_0508600.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:359,701..360,096(+)","ATP synthase-associated protein, putative","no","null","PCHAS_0508600","Previous IDs: PC000301.01.0;PCAS_050850;PCHAS_050860","ATP synthase-associated protein, putative","05","PCHAS_05_v3:359701..360096(+)","PCHAS_05_v3","44","OG6_139459","0","1","1","1","null","null","forward","protein coding","No","396"
"PCHAS_0508700","PCHAS_0508700.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:360,420..361,909(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0508700","Previous IDs: PC000120.05.0;PC102157.00.0;PCAS_050860;PCHAS_050870","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:360420..361909(-)","PCHAS_05_v3","35","OG6_533056","0","2","2","1","null","null","reverse","protein coding","No","1344"
"PCHAS_0508800","PCHAS_0508800.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:362,977..363,639(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0508800","Previous IDs: PC001025.02.0;PCAS_050870;PCHAS_050880","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:362977..363639(+)","PCHAS_05_v3","44","OG6_533166","0","1","1","1","null","null","forward","protein coding","No","663"
"PCHAS_0508900","PCHAS_0508900.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:363,754..365,717(-)","RAP protein, putative","no","null","PCHAS_0508900","Previous IDs: PC000731.02.0;PC001026.02.0;PCAS_050880;PCHAS_050890","RAP protein, putative","05","PCHAS_05_v3:363754..365717(-)","PCHAS_05_v3","44","OG6_156402","0","6","6","1","null","null","reverse","protein coding","No","1290"
"PCHAS_0509000","PCHAS_0509000.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:366,295..367,749(+)","conserved protein, unknown function","no","null","PCHAS_0509000","Previous IDs: PC000175.05.0;PCAS_050890;PCHAS_050900","conserved protein, unknown function","05","PCHAS_05_v3:366295..367749(+)","PCHAS_05_v3","44","OG6_134699","0","1","1","1","null","null","forward","protein coding","No","1455"
"PCHAS_0509100","PCHAS_0509100.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:369,239..372,475(+)","exported protein 3, putative","no","EXP3","PCHAS_0509100","Previous IDs: PC000344.04.0;PCAS_050900;PCHAS_050910","exported protein 3, putative","05","PCHAS_05_v3:369239..372475(+)","PCHAS_05_v3","44","OG6_533427","0","1","1","1","null","null","forward","protein coding","No","3237"
"PCHAS_0509200","PCHAS_0509200.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:373,167..376,553(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0509200","Previous IDs: PC000080.02.0;PC302440.00.0;PC302609.00.0;PCAS_050910;PCHAS_050920","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:373167..376553(-)","PCHAS_05_v3","30","OG6_532449","0","1","1","1","null","null","reverse","protein coding","No","3387"
"PCHAS_0509300","PCHAS_0509300.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:377,088..380,409(-)","EF-hand calcium-binding domain-containing protein, putative","no","null","PCHAS_0509300","Previous IDs: PC000081.02.0;PC000223.04.0;PC301878.00.0;PCAS_050920;PCHAS_050930","EF-hand calcium-binding domain-containing protein, putative","05","PCHAS_05_v3:377088..380409(-)","PCHAS_05_v3","44","OG6_101578","0","7","7","1","null","null","reverse","protein coding","No","2730"
"PCHAS_0509400","PCHAS_0509400.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:383,432..385,708(+)","glutamine--fructose-6-phosphate aminotransferase [isomerizing], putative","no","null","PCHAS_0509400","Previous IDs: PC000125.05.0;PC000162.03.0;PC302178.00.0;PCAS_050930;PCHAS_050940","glutamine--fructose-6-phosphate aminotransferase [isomerizing], putative","05","PCHAS_05_v3:383432..385708(+)","PCHAS_05_v3","46","OG6_100463","0","1","1","1","null","null","forward","protein coding","No","2277"
"PCHAS_0509500","PCHAS_0509500.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:386,039..387,187(-)","ATP synthase mitochondrial F1 complex assembly factor 2, putative","no","ATP12","PCHAS_0509500","Previous IDs: PC301867.00.0;PCAS_050940;PCHAS_050950","ATP synthase mitochondrial F1 complex assembly factor 2, putative","05","PCHAS_05_v3:386039..387187(-)","PCHAS_05_v3","87","OG6_124661","1","1","1","1","null","null","reverse","protein coding","No","1149"
"PCHAS_0509600","PCHAS_0509600.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:387,976..390,600(-)","conserved protein, unknown function","no","null","PCHAS_0509600","Previous IDs: PC300104.00.0;PC300223.00.0;PC300301.00.0;PCAS_050950;PCHAS_050960","conserved protein, unknown function","05","PCHAS_05_v3:387976..390600(-)","PCHAS_05_v3","46","OG6_533568","0","1","1","1","null","null","reverse","protein coding","No","2625"
"PCHAS_0509700","PCHAS_0509700.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:391,713..396,430(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0509700","Previous IDs: PCAS_050960;PCHAS_050970","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:391713..396430(-)","PCHAS_05_v3","49","OG6_115849","0","13","13","1","null","null","reverse","protein coding","No","3372"
"PCHAS_0509800","PCHAS_0509800.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:396,928..412,152(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0509800","Previous IDs: PC000156.02.0;PC000374.00.0;PC000660.03.0;PC000756.04.0;PC000757.04.0;PC300263.00.0;PC300518.00.0;PC301017.00.0;PC301376.00.0;PC301675.00.0;PC301959.00.0;PC302271.00.0;PC302557.00.0;PCAS_050970;PCHAS_050980","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:396928..412152(-)","PCHAS_05_v3","45","OG6_171383","0","11","11","1","null","null","reverse","protein coding","No","13986"
"PCHAS_0509900","PCHAS_0509900.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:413,496..413,693(+)","cytochrome c oxidase copper chaperone, putative","no","COX17","PCHAS_0509900","Previous IDs: PCAS_050980;PCHAS_050990","cytochrome c oxidase copper chaperone, putative","05","PCHAS_05_v3:413496..413693(+)","PCHAS_05_v3","43","OG6_103593","0","1","1","1","null","null","forward","protein coding","No","198"
"PCHAS_0510000","PCHAS_0510000.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:414,003..414,593(+)","conserved protein, unknown function","no","null","PCHAS_0510000","Previous IDs: PCAS_050990;PCHAS_051000","conserved protein, unknown function","05","PCHAS_05_v3:414003..414593(+)","PCHAS_05_v3","43","OG6_146179","0","1","1","1","null","null","forward","protein coding","No","591"
"PCHAS_0510100","PCHAS_0510100.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:414,903..415,374(-)","conserved protein, unknown function","no","null","PCHAS_0510100","Previous IDs: PCAS_051000;PCHAS_051010","conserved protein, unknown function","05","PCHAS_05_v3:414903..415374(-)","PCHAS_05_v3","43","OG6_160738","0","3","3","1","null","null","reverse","protein coding","No","228"
"PCHAS_0510200","PCHAS_0510200.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:416,192..421,211(-)","conserved protein, unknown function","no","null","PCHAS_0510200","Previous IDs: PC000061.02.0;PC000062.02.0;PC000545.04.0;PC106290.00.0;PC108215.00.0;PC108217.00.0;PC301941.00.0;PC402184.00.0;PCAS_051010;PCHAS_051020","conserved protein, unknown function","05","PCHAS_05_v3:416192..421211(-)","PCHAS_05_v3","31","OG6_532658","0","16","16","1","null","null","reverse","protein coding","No","3342"
"PCHAS_0510300","PCHAS_0510300.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:422,480..423,663(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0510300","Previous IDs: PC103405.00.0;PCAS_051020;PCHAS_051030","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:422480..423663(-)","PCHAS_05_v3","136","OG6_130353","9","3","3","1","null","null","reverse","protein coding","No","978"
"PCHAS_0510400","PCHAS_0510400.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:425,224..426,226(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0510400","Previous IDs: PC000604.00.0;PC401432.00.0;PCAS_051030;PCHAS_051040","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:425224..426226(+)","PCHAS_05_v3","43","OG6_532445","0","5","5","1","null","null","forward","protein coding","No","525"
"PCHAS_0510500","PCHAS_0510500.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:426,482..428,059(-)","conserved protein, unknown function","no","null","PCHAS_0510500","Previous IDs: PC000603.00.0;PCAS_051040;PCHAS_051050","conserved protein, unknown function","05","PCHAS_05_v3:426482..428059(-)","PCHAS_05_v3","44","OG6_124785","0","1","1","1","null","null","reverse","protein coding","No","1578"
"PCHAS_0510600","PCHAS_0510600.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:428,834..431,512(+)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0510600","Previous IDs: PCAS_051050;PCHAS_051060","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:428834..431512(+)","PCHAS_05_v3","6","OG6r1_107986","0","1","1","1","null","null","forward","protein coding","No","2679"
"PCHAS_0510700","PCHAS_0510700.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:432,199..433,818(-)","cell division cycle protein 20 homolog, putative","no","CDC20","PCHAS_0510700","Previous IDs: PC000465.00.0;PC300343.00.0;PCAS_051060;PCHAS_051070","cell division cycle protein 20 homolog, putative","05","PCHAS_05_v3:432199..433818(-)","PCHAS_05_v3","45","OG6_101383","0","1","1","1","null","null","reverse","protein coding","No","1620"
"PCHAS_0510800","PCHAS_0510800.1","Plasmodium chabaudi chabaudi","PCHAS_05_v3:434,956..435,165(-)","conserved Plasmodium protein, unknown function","no","null","PCHAS_0510800","Previous IDs: PCAS_051070;PCHAS_051080","conserved Plasmodium protein, unknown function","05","PCHAS_05_v3:434956..435165(-)","PCHAS_05_v3","42","OG6_532487","0","1","1","1","null","null","reverse","protein coding","No","210"
